[0:00:09] su1ryu30: こんちゃー
[2:15:49] jseedv: あ
[2:15:50] reiyard09: ここで相手より先に乗り込んだらどうなるんだろ
[2:15:50] Okina_xst: あ
[2:15:51] 00かものはし00: あっ
[2:15:52] torxy_007: まぁセーフ
[2:15:52] ずきぐま: あ
[2:15:53] domino5505: あっ
[2:15:56] sie911: おいｗ
[2:15:56] 1amsat0: wwww
[2:15:56] owlfoo: あ
[2:15:57] はむはむ_: ｗｗｗ
[2:15:57] mameta_en: あ
[2:15:59] ヒロスケ: ぐしゃ
[2:16:01] ryou_uryo: wwww
[2:16:02] ろな__: あ
[2:16:02] うな重うな抜き: 轢いたｗｗｗｗ
[2:16:06] ずきぐま: ちょwwww
[2:16:06] 黒ごまソフト: 依頼人轢いたｗｗｗ
[2:16:09] sh0nt4: 体幹えぐ
[2:16:30] kulomo01: ブードゥーカスタム
[2:16:36] suguraddiction1: お！
[2:16:38] nepiiiiiiiii: お主も悪よのお
[2:16:49] うな重うな抜き: ゆがみ
[2:16:55] みみ耳: いいくるまのってねぇ
[2:16:57] torxy_007: 若いボブとドライブデート
[2:16:57] fukutoto: もう1人いるからか
[2:17:01] すき焼き御膳: 助手席が鍵もってるんかｗ
[2:17:02] funibo: お前が持ってるんかーい
[2:17:02] Okina_xst: そっちが持ってるのかｗ
[2:17:03] おーばちゃん: お前が持ってるんかい
[2:17:04] 黒ごまソフト: そっちがくれるんだよ
[2:17:06] つかさ0120: お前かいw
[2:17:07] kuzukiru3: そっちがくれるのかよe
[2:17:08] うな重うな抜き: そっちがもってるんかｗ
[2:17:08] ろな__: そっちかい！
[2:17:08] ずきぐま: 鍵くださーい
[2:17:09] danisan39: そっちが鍵持ってるんかーい
[2:17:13] manoanokoto: おまえかい
[2:17:17] すき焼き御膳: 音だけいいｗ
[2:17:19] 1amsat0: 早く感じる
[2:17:23] nagira0206: ボイラさん？ww
[2:17:39] sinmai_metagurosu: 音鳴り良いっす
[2:17:41] kayakayb: インフェルナスモドキか
[2:17:44] suguraddiction1: 外観詐欺車…
[2:17:46] みっさ00: みっさ00 subscribed with Prime. 
[2:17:50] すき焼き御膳: さっきのあとだから早く感じる
[2:17:57] しろひび: 音鳴りいいね
[2:18:08] スコーンをすこーん: 四人乗り？
[2:19:01] torxy_007: 見た目と音のみ
[2:19:21] 黒ごまソフト: なんだあれ
[2:19:28] bestiadraco: え？
[2:19:35] iroha010: チェイスに使えそう
[2:19:40] 黒ごまソフト: ここかあ
[2:19:41] funibo: わくわくしたのにｗ
[2:19:42] はむはむ_: こんなところあるんだ
[2:19:42] bestiadraco: でも初めて見たわこれ
[2:20:04] ユウ5100: ユウ5100 subscribed at Tier 1. 
[2:20:21] gongon_0528: 結構、行き止まりに止まってるイメージある！
[2:20:30] kayakayb: 車がある範囲四角くしてほしいわー
[2:20:32] たけもにすと: 円に来てすぐ見つけれずウロウロしてる間にレッカーとか普通にありそう
[2:20:55] tora0373: tora0373 is gifting 1 Tier 1 Subs to ギルくん's community! They've gifted a total of 1 in the channel! 
[2:20:55] tora0373: tora0373 gifted a Tier 1 sub to minntoooo! 
[2:21:07] KG_DoN: KG_DoN subscribed at Tier 1. 
[2:21:13] iroha010: 銀行上とか？
[2:21:15] ただのばんり: DinoDance DinoDance DinoDance DinoDance
[2:21:46] ぱぬたろ: 止まってる車すら見えない
[2:21:47] yuuri119: 先に精製所見つかりそうw
[2:22:00] funibo: ないすー
[2:22:04] tomatocousin: 今きました、まだ白ですか？
[2:22:05] うな重うな抜き: だまされ
[2:22:05] bestiadraco: 精製所ゲーミング
[2:22:07] domino5505: ないす
[2:22:07] Okina_xst: ナイスー
[2:22:07] kazaneshin: またアメ車...w
[2:22:09] 黒ごまソフト: マッスルカーなんだこれ
[2:22:17] suguraddiction1: また終わってる…？
[2:22:23] ruca202: まぁ時代的にそういうデザインおおいよねｗ
[2:22:26] bestiadraco: 遂に黒市民です
[2:22:38] ずきぐま: wwww
[2:22:41] danisan39: これ違法行為？
[2:22:41] tora0373: tora0373 is gifting 1 Tier 1 Subs to ギルくん's community! They've gifted a total of 2 in the channel! 
[2:22:42] tora0373: tora0373 gifted a Tier 1 sub to おっさん! 
[2:22:45] funibo: アタックに強そう
[2:22:47] 1amsat0: しゃあない
[2:22:51] うな重うな抜き: タイトルでお察しくだせえｗ
[2:22:52] aisu_202: DinoDance DinoDance DinoDance
[2:22:56] rainberi: Nt
[2:22:57] ねづき: DinoDance DinoDance DinoDance
[2:22:59] lull_20: DinoDance DinoDance DinoDance
[2:23:01] alice0213dayo: あのあと利確したの凄かったよね
[2:23:01] bestiadraco: ユニオンも行けたのにな
[2:23:01] ただのばんり: DinoDance DinoDance DinoDance
[2:23:03] トシモ: もうメカニック辞めちゃったか。
[2:23:03] osyati: DinoDance
[2:23:04] fukutoto: タイトルw
[2:23:05] reo582: DinoDance DinoDance DinoDance
[2:23:14] iroha010: カジノも白で行きたかったね
[2:23:16] suguraddiction1: DinoDance DinoDance DinoDance
[2:23:16] funibo: そんな日常あって貯まるか
[2:23:24] ぱぬたろ: 昨日ブースティングできなかったからね
[2:23:25] kulomo01: ブースティングはお金はあれとしておもろそう
[2:23:33] アカシアくん: コインで交換できる車ってこの前の市長が見せてくれたやつも入るんですか？
[2:23:43] jseedv: ばにさんに頼むか
[2:23:44] スコーンをすこーん: 黒メカニックやらないの？
[2:23:48] sie911: あｗ
[2:23:48] ruca202: ｗｗｗｗ
[2:23:49] ロジーー: きた
[2:23:49] funibo: おっと？
[2:23:49] 黒ごまソフト: お
[2:23:49] kisaragi_0922: パシセーフの時点で伝説感あるけどね
[2:23:49] jseedv: ！
[2:23:50] kulomo01: ｗｗｗｗｗ
[2:23:50] しあんねこ: 黒メカニックにはならないの？
[2:23:50] dearne101: kita
[2:23:51] suguraddiction1: お！？
[2:23:51] ねづき: おっw
[2:23:51] はむはむ_: ｗｗｗ
[2:23:51] Okina_xst: 空き巣！
[2:23:51] bestiadraco: w
[2:23:52] hnnnnnk173: あ
[2:23:52] らいらさん: お
[2:23:52] kuro00000000000000: ｗｗｗｗ
[2:23:52] marinyan524: きたあ
[2:23:53] 亀叉: wwww
[2:23:53] seiasama: お
[2:23:53] hifumiyoim: きたｗｗｗ
[2:23:53] muru1113: あ
[2:23:53] あべーる001: おお！
[2:23:53] tanuki_077: きたか
[2:23:53] もじろー: 会長！・
[2:23:53] じゃがバター: wwww
[2:23:54] rainberi: あ
[2:23:54] TKGmiyabink: キターーーー
[2:23:55] jseedv: きたー！
[2:23:55] ぱぬたろ: お！
[2:23:55] osato_nooazi77: w
[2:23:56] sinmai_metagurosu: きちゃ！
[2:23:56] kisaragi_0922: お
[2:23:56] ryu8380: www
[2:23:56] ろな__: きた！！！！！
[2:23:57] ひーくん0825: 空き巣協会！？
[2:23:57] しゃおりんです: きた
[2:23:57] うな重うな抜き: ｗｗ
[2:23:57] nazuchaaan: きた！？
[2:23:57] kuzukiru3: きたか！？w
[2:23:57] dearne101: きたあｗ
[2:23:57] とえか: きたー
[2:23:57] sirosika21: ！！！
[2:23:59] 白_白: お
[2:24:00] sie911: wwwwwwwww
[2:24:00] chocotart_11: 御、
[2:24:00] reichikin: お？w
[2:24:01] saa_chann_: きたwwwwww
[2:24:01] aiko_aikae: きたー！
[2:24:02] らいらさん: きちゃ！！！！！
[2:24:02] つぶつぶあん子: ｗｗｗ
[2:24:03] bituuun: きたーー！！！
[2:24:04] ほなつさん: きちゃ
[2:24:04] alt123h: きちゃあ！！www
[2:24:04] sumi025: まさかの
[2:24:04] たけもにすと: Kitaaaaaa
[2:24:04] suzunone_: お？！
[2:24:04] ずきぐま: かいちょー！！
[2:24:04] ろな__: やろう！！！
[2:24:04] おもい: きちゃー
[2:24:05] ruca202: きたｗｗｗｗ
[2:24:06] hyumnkel: ｗｗｗｗｗ
[2:24:06] rariru16: 爆笑
[2:24:06] 蛇穴典雅: キタ！
[2:24:07] kuma0w0kuma: きたーーー!
[2:24:08] seiasama: きちゃー
[2:24:10] kuzukiru3: オーディエンスいる？
[2:24:10] rainberi: キターーー
[2:24:11] 石サトウのライス: きたーｗ
[2:24:12] tukihosi55: キタキタキタ
[2:24:12] sie911: お誘いがきたｗ
[2:24:12] 亀叉: きたー！！！
[2:24:13] ろな__: うおおおおお
[2:24:13] nico_kk_mp: おい、まて、ディスコードでみんなに連絡しなきゃ！！！笑
[2:24:13] jseedv: よっしゃーーー！
[2:24:13] sakura8080: きちゃーーーー
[2:24:13] suzunone_: www
[2:24:14] danisan39: 勧誘きたwww
[2:24:14] 林檎來蘭: きちゃー！
[2:24:15] ただのばんり: とうとうか
[2:24:17] うな重うな抜き: ウォッチめんばーいねええええええええ
[2:24:19] 1amsat0: ついにこの時が…！
[2:24:21] TKGmiyabink: ついに観られる側に
[2:24:22] ロジーー: ケイン白スギキタァ
[2:24:23] suzunone_: 勧誘きちゃー！
[2:24:23] もじろー: ついにきたーーｗｗ
[2:24:24] じゃがバター: きちゃぁぁぁぁ
[2:24:25] fukutoto: 2人w
[2:24:26] ruca202: ついにｗ
[2:24:28] ろな__: ついに！！！
[2:24:28] kisaragi_0922: ファン耐えれるかなぁ…w
[2:24:30] sinmai_metagurosu: 正装うおおおお
[2:24:30] kayakayb: ウォッチパする人がいないな
[2:24:31] juzisi: ばにさんウォチパするかなw
[2:24:32] sie911: バニさん観たいだろうねｗ
[2:24:33] つぶつぶあん子: あの服着ないとｗｗｗ
[2:24:36] poihoikoi: 落差えぐいw
[2:24:36] suzunone_: レダーが見たがるぞwww
[2:24:37] ha_7_bi: 会長ー！
[2:24:37] gii__3: ユニオンより熱い
[2:24:37] potamossss: 会長誘ってくれたー
[2:24:40] 七尾もち: ウォチパお願いしますwww
[2:24:40] funibo: えー誘拐罪です
[2:24:43] shunw007: おとなりさんは捕まったの知ってるのか？
[2:24:43] iroha010: 白〜 って名前だよね？
[2:24:47] dearne101: ウォチパする人いないｗ
[2:24:48] osato_nooazi77: ウォチパの民が来るぞwww
[2:24:51] かんでら: ｷｬｯｷｬ
[2:24:56] bestiadraco: うおおおおお
[2:25:01] kakemx: 観戦者いないんだよなw
[2:25:01] rinyasuke: シロスギダ ヨー とかになるのかなww
[2:25:01] うな重うな抜き: ウォッチパの民ー！！！ｗｗｗ
[2:25:08] ずきぐま: うん？
[2:25:12] bestiadraco: シロイ・ヨー
[2:25:13] ほなつさん: ホワイ・トー
[2:25:15] wug_morino: パシフィックやった後に空き巣なんだよね
[2:25:16] shunw007: シロイ・ヨーだね
[2:25:17] ぱぬたろ: 正装買わなきゃ
[2:25:18] kakemx: シロイン・ヨー
[2:25:26] dearne101: 正装か
[2:25:28] gongon_0528: 空き巣前に瞑想した方が良いかも？
[2:25:29] nabecosan: nabecosan subscribed with Prime. 
[2:25:29] Okina_xst: シロイ・ヨー！
[2:25:39] sinmai_metagurosu: 警察誰いるんだ？これ
[2:25:41] uzchannel: 頭は白パーツあるかな？
[2:25:46] jseedv: 優しい
[2:25:47] ただのばんり: おー！
[2:25:49] tora0373: よで終わる言葉全て名前にするつもりなんですか？w
[2:25:51] sh0nt4: 衣装作るとこから？
[2:25:56] ぱぬたろ: お誘い嬉しいねー
[2:25:58] kisaragi_0922: 白井 洋
[2:26:03] ryu031529: まだ教えられてないからくれるんだろうね
[2:26:03] dearne101: 待望の空き巣
[2:26:06] suzunone_: 甘やかされてんね〜
[2:26:06] osato_nooazi77: 正装しなきゃ
[2:26:11] plumtyan: シロイ・ヨー良いな
[2:26:12] ずきぐま: どっちに行けばww
[2:26:23] no85at: ケイゴウ・トーが好きだった
[2:26:29] sie911: おんぶｗ
[2:26:31] 白_白: www
[2:26:32] かんでら: ｗｗｗｗ
[2:26:32] 黒ごまソフト: ｗｗｗｗ
[2:26:33] hnnnnnk173: なんかついてる
[2:26:33] Okina_xst: おんぶｗ
[2:26:34] 亀叉: wwww
[2:26:35] hifumiyoim: いるｗｗｗ
[2:26:37] ぱぬたろ: 貴方の後ろにいるの
[2:26:38] kuzukiru3: こわいww
[2:26:38] うな重うな抜き: なんかおるｗｗｗｗ
[2:26:40] ロジーー: 準備万端だ
[2:26:41] bestiadraco: w
[2:26:44] jseedv: なんかくっついてるな
[2:26:44] 妖野蓮子: なんか取り憑いてる
[2:26:46] muru1113: ww
[2:26:46] いおなずーん: 背後霊www
[2:26:47] ろな__: wwww
[2:26:47] おろくいお: 会長！？
[2:26:51] t4su_kun: お！！ついに！！！ケイン白スギ！！！
[2:26:51] ねづき: 背後霊すぎる
[2:26:55] sie911: wwwwww
[2:26:56] uzchannel: 空き巣のドレスコード
[2:26:57] TOmooooka: 正装！
[2:27:04] momi3478: 来たか！
[2:27:06] tukihosi55: ｗｗｗｗｗｗｗｗｗ
[2:27:06] ロジーー: 盛大にｗｗｗ
[2:27:06] jseedv: 警察来て欲しい
[2:27:09] hnnnnnk173: wwwwwwww
[2:27:10] P0ponsan: 子泣きじじいかな？
[2:27:10] 亀叉: wwwwwww
[2:27:11] panpanda5533: きてしまったかw
[2:27:11] funibo: 黒になったから白になるのか…
[2:27:12] seiasama: wwwwww
[2:27:13] 142cms: 盛大な空き巣w
[2:27:13] はむはむ_: 盛大に空き巣ｗｗｗ
[2:27:13] かんでら: ｷｬｯｷｬ
[2:27:13] ろな__: 盛大にwww
[2:27:16] dearne101: 盛大に空き巣ｗ
[2:27:18] kuzukiru3: どんな空き巣やねんww
[2:27:18] 1amsat0: わくわくや
[2:27:18] ぱぬたろ: 盛大な空き巣とは？？？
[2:27:20] abyss209: 他の仲間起きてこないかな？
[2:27:22] tennekol: 白服だけどw
[2:27:22] TKGmiyabink: ワクワクが止まらない
[2:27:22] メイフ: 盛大な空き巣とはwww
[2:27:23] l_ux16: えびすくん来ないかな
[2:27:25] osato_nooazi77: 盛大な空き巣でwww
[2:27:25] suzunone_: レダーさん悔しがるぞぉwww
[2:27:25] おるぅくん: 空き巣コラボ！？
[2:27:28] no85at: 空き巣に盛大とかあるんか...??
[2:27:28] ずきぐま: 盛大かーww
[2:27:29] kakemx: 黒祝で白清掃なんだよ
[2:27:31] p1zza_is_n1ce: ホワイ・トー
[2:27:36] akashiyki: wwwwwwwww
[2:27:36] Okina_xst: www
[2:27:37] ロジーー: それよりも大型・・・
[2:27:38] sie911: wwwwww
[2:27:39] jseedv: パシよりw
[2:27:42] uzchannel: 特大
[2:27:43] うな重うな抜き: 大型ｗｗｗ
[2:27:45] yozakura0515: www
[2:27:45] dearne101: 歪という問題がｗ
[2:27:45] panpanda5533: 負け率高いもんなw
[2:27:47] 380743: ｗｗｗｗ
[2:27:47] hnnnnnk173: 超大型 空き巣
[2:27:47] 蛇穴典雅: 神回確定wwww
[2:27:49] 黒ごまソフト: え！？
[2:27:49] 白_白: wwww
[2:27:50] tako_0627_: tako_0627_ subscribed with Prime. 
[2:27:52] no85at: www
[2:27:52] osato_nooazi77: wwww
[2:27:53] suzunone_: wwwwwwwwww
[2:27:54] メイフ: 空き巣でP殺wwwwwwwww
[2:27:54] ha_7_bi: やったー
[2:27:54] muru1113: え！？
[2:27:54] 00mocha00: インパクトは大型より大きいもんな
[2:27:55] ぱぬたろ: まじか･･･
[2:27:55] burnsnapper: P殺ｗ
[2:27:55] 1amsat0: 警察側も拍子抜けしそうwww
[2:27:58] kuzukiru3: まさか
[2:27:59] かんでら: ｗｗｗｗｗｗｗｗ
[2:28:00] youtwis: えw
[2:28:00] marusei_buttersand: P殺付く空き巣とは
[2:28:00] teruniji: 空き巣でP殺www
