[0:00:14] ノンデリ: よおおお
[4:46:15] itijou_: 1つずつね
[4:46:15] ネオちー: ｗｗｗｗ
[4:46:15] 奄美迦楼羅: ギャング幼稚園
[4:46:19] つっきー3355: wwwww
[4:46:25] ネオちー: あー…
[4:46:43] つっきー3355: wwww
[4:46:46] magical_ba77: ...
[4:46:46] オロポン123: おお
[4:46:50] つっきー3355: おおおお
[4:46:57] だるせーにょ: 知ってたwww
[4:47:25] corgi_green: ・・・
[4:47:27] 奄美迦楼羅: 手刀です
[4:47:34] つっきー3355: karubisSiiiin
[4:47:46] だるせーにょ: wwwwwwww
[4:47:53] harumaki040212: ハンターハンター
[4:47:53] 呂布カルパス: wwwwwww
[4:47:54] オロポン123: 遅い手刀やな
[4:48:11] corgi_green: こいつは何やってんだwwwww
[4:48:23] TYdaaa: w
[4:48:40] harumaki040212: コスプレいいよなw
[4:49:06] 奄美迦楼羅: 見透かされてます
[4:49:07] オロポン123: takagi8Hatena
[4:49:12] TYdaaa: バレてます
[4:49:24] ネオちー: なんで知ってるんだ
[4:49:31] kami_no_manimoni_version2: ばれてら
[4:49:34] だるせーにょ: 不二子さんのやつ言おう！
[4:49:45] つっきー3355: www
[4:50:09] ABC842: 車の問題w
[4:50:34] yossy_island23: 今日だいぶ我慢してたな
[4:51:37] だるせーにょ: うおおww
[4:51:45] gem_taro: そうだよ あれは悪くない
[4:51:45] corgi_green: うおおおおおおお
[4:51:47] maharu4u: わろた
[4:51:48] つゆゆん: おおお
[4:51:55] オロポン123: cghesiShatu cghesiShatu cghesiShatu
[4:51:56] ぶたぁー: うぉぉお
[4:51:57] hisagi_jp: っぱボスよ
[4:52:01] harumaki040212: 自由でいいんよ。正直w
[4:52:02] TYdaaa: お
[4:52:05] 奄美迦楼羅: ビデオ判定では葉が後ろからぶつけてました
[4:52:06] オロポン123: cghesiDance cghesiDance cghesiDance
[4:52:11] 呂布カルパス: ボスゥ！！！
[4:52:11] だるせーにょ: ボスあったけえwww
[4:52:23] オロポン123: cghesiKomanechi cghesiKomanechi cghesiKomanechi
[4:53:04] maharu4u: やるか…
[4:53:05] yossy_island23: ぺちゃちゃ文句言われたとか絶対言ってないだろ
[4:53:06] 刺身サーモン: 葉が避けようと思ったらぶつけちゃった感じよな
[4:53:11] だるせーにょ: wwwwwwwww
[4:53:14] harumaki040212: やるか
[4:53:17] maharu4u: もっと大事になりそうでわろた
[4:53:25] itijou_: え
[4:53:25] 御免わびる: やろう
[4:53:27] tooo818: お！
[4:53:30] 呂布カルパス: お
[4:53:31] hinakoooo_fn: お
[4:53:32] magical_ba77: やろう
[4:53:34] harumaki040212: やるべww
[4:53:34] 伊藤三等兵: やろ
[4:53:36] コンリン: お
[4:53:36] やまだのやまやま: いけ！！、
[4:53:36] りんごりらっぱせり: 蒸し返すの？ｗ
[4:53:36] taka_um1: お
[4:53:37] だるせーにょ: 行くぜ！
[4:53:37] krm091: やろう
[4:53:39] hideonjetttt: きたーーｗ
[4:53:40] 伊藤三等兵: やっちまえ
[4:53:40] hiropon79: wwwwww
[4:53:40] つゆゆん: やるか。
[4:53:40] magical_ba77: いくしかねーよ
[4:53:42] 風呂ゾンビ: ボス…////
[4:53:42] garege14: やろう
[4:53:42] itijou_: ギャングチュートリアルww
[4:53:43] yos1yuki: やれ
[4:53:43] ネオちー: 大きくなってきてわろた
[4:53:44] オロポン123: 大人になるか
[4:53:45] 奄美迦楼羅: 来たばっかりだしまぁ
[4:53:46] yos1yuki: ぶっころせ
[4:53:47] 阿吽呼吸: スト6したいんですよ、、
[4:53:48] krm091: GOGOGO
[4:53:48] hiropon79: このパターンまじかwww
[4:53:49] papapapupepon: 相手そんなわるないやろw
[4:53:58] ネオちー: もう冷めたよな
[4:53:59] yos1yuki: いやええてやれやれやれ
[4:54:07] garege14: www
[4:54:13] yos1yuki: やったらおもろいて
[4:54:26] maharu4u: …
[4:54:28] moroheyyear: ボス
[4:54:30] hisagi_jp: w
[4:54:32] yos1yuki: おい、やれよ
[4:54:41] hirokimushi: 学びか
[4:54:45] 伊藤三等兵: やろうぜ
[4:54:48] itijou_: あれ?
[4:54:57] maharu4u: 雲行き怪しくなってきたな
[4:54:59] kami_no_manimoni_version2: 雲行きが、、、
[4:55:14] 奄美迦楼羅: ビデオ判定きました
[4:55:18] だるせーにょ: 葉おいおいwwwww
[4:55:19] maharu4u: このままだとお説教ルートはいるぞ！
[4:55:37] 奄美迦楼羅: https://www.twitch.tv/takagitv/clip/EnchantingRamshackleRatKAPOW-WXt2m3ZlQy_XtlKz
[4:56:20] yos1yuki: 待ってでもこいつうざくね
[4:56:35] つゆゆん: 右に曲がると思ったんじゃないの葉さんは
[4:56:40] airplayerx: 運転はようです
[4:56:55] 刺身サーモン: 相手の車が右に膨らむかと思って葉は左にずれたんよな
[4:56:55] tooo818: まあ相手もそんなキレることではない
[4:57:13] kami_no_manimoni_version2: 葉？
[4:57:16] itijou_: こわいよ～
[4:57:19] ABC842: もっと良く見てほしいねw
[4:57:21] hideonjetttt: どっちかっていうと白市民の切れ方が悪いｗ
[4:57:23] itijou_: wwwwwwwwwww
[4:57:27] ネオちー: ｗｗｗ
[4:57:28] オロポン123: 一回自分でクリップみたら?
[4:57:33] ネオちー: ちょっと違うかｗ
[4:57:46] 奄美迦楼羅: あたりにいってますやん
[4:57:49] maharu4u: ちょっと違うか
[4:58:00] gem_taro: VAR
[4:58:12] itijou_: いいね
[4:58:24] maharu4u: そんなかんじ
[4:58:30] やまだのやまやま: それかも
[4:58:36] オロポン123: それやな
[4:58:39] TYdaaa: 完璧w
[4:58:41] 刺身サーモン: 相手がハンドル切るの遅くて葉が避けようとしてぶつけた感じよ
[4:59:50] itijou_: 災難やなぁ
[4:59:58] hisagi_jp: たいへんたいへん^^
[5:00:02] gem_taro: でも話して良かったね
[5:00:02] yos1yuki: ウザイから殺せ
[5:00:10] TYdaaa: カーブしたてはスピード遅くなるからそれに噛み合ったかんじかな
[5:00:20] だるせーにょ: 圧があったねwww
[5:00:31] monakaxyz: 相手が右に避けるか左に避けるかわかんなくて当たっちゃった感じかな
[5:00:54] mIranIwa: ありけんのやる気w
[5:00:57] hideonjetttt: 問題は相手のきれかたじゃね？ｗ
[5:01:03] yos1yuki: まじでころせ
[5:01:15] つゆゆん: 悪くても請求されたからって事でしょ？
[5:01:20] yos1yuki: みんな殺したがっとるて
[5:02:03] maharu4u: なんかドンドン話広がってるけど大丈夫か？w
[5:02:14] tanakadesukedo: 請求はされてなくね？
[5:02:19] 奄美迦楼羅: もう寝た方がいい
[5:02:32] 阿吽呼吸: こんな広げる話ではねえなあw
[5:02:36] kami_no_manimoni_version2: なんか大袈裟すぎないか、みんなw
[5:02:38] hideonjetttt: https://www.twitch.tv/takagitv/clip/EnchantingRamshackleRatKAPOW-WXt2m3ZlQy_XtlKz
[5:02:44] yos1yuki: なんで高木は殺したがらないの？
[5:02:49] だるせーにょ: 沈めて解決だwww
[5:02:54] オロポン123: これ葉の記憶が悪いぞ
[5:02:55] wassyoi7: ボス来るとおもろいなww
[5:02:58] りんごりらっぱせり: 今後どうしたらいいかわからんもんな
[5:03:01] tntnbkb: クリップ見てみたら？
[5:03:01] moto7010: ライン引きがむずいよな
[5:03:02] ネオちー: 他にイベント無いから仕方ねえｗ
[5:03:03] nrmnju: いいテーマだと思うw
[5:03:04] itijou_: 下っ端でもドンくらいいっていいかわかんないよね
[5:03:05] maharu4u: 変な方向に広がった時が嫌だな
[5:03:12] takosuke_karaage: 葉の運転が終わってたよな
[5:03:12] itijou_: 次からどうするか
[5:03:14] だるせーにょ: ボスから同意得られてよかったじゃん！
[5:03:15] つゆゆん: 請求してきた＝舐められてるって事じゃないかな
[5:03:19] ABC842: 電話見てほしいw
[5:03:20] つっきー3355: 相手視点も見てみたいな
[5:03:21] まぐろっちだよん: wwwww
[5:03:24] ぼくでぇす: 高木信頼してるから任せれるよこれは
[5:03:24] コンリン: www
[5:03:26] tukue112: wwwwwww
[5:03:28] 阿吽呼吸: V
[5:03:29] tooo818: 正論やめてね
[5:03:30] yossy_island23: いやボスがわかってくれてよかったよ
[5:03:30] 激早クリップ担当: 鳩と指示コメは焼き鳥にしましょう
[5:03:44] tntnbkb: 今後の立ち回りも含めてな
[5:03:44] TYdaaa: 葉と2人だとシナジー発揮しすぎて変な問題ばっか起きるw
[5:03:46] monakaxyz: ボスあったけえ
[5:03:48] mIranIwa: 金あるならサラっと払うのもかっこいい 払わないなら文句言われるのは舐められてる感じある
[5:03:55] だるせーにょ: そうそう
[5:04:02] raim_o: ツイックスの件は話すの？
[5:04:02] itijou_: 最近はギャングの線引きをいろいろ学んでるね
[5:04:07] tooo818: 相手がギャングかどうかなんて分からんしな
[5:04:07] inuemonn: それはそうだな
[5:04:14] tntnbkb: てか那須さんに電話行くのよく分からない
[5:04:17] だるせーにょ: そこのラインむずいよな
[5:04:21] yossy_island23: ギャングは理不尽で良いと思うけどな
[5:04:24] y4kiniku_bent0: 正しかったんじゃない？
[5:04:24] soumen0113: 高木達がギャングって知らなかったんじゃね
[5:04:27] nrmnju: 相手との関係値にもよる
[5:04:28] 阿吽呼吸: 空気感的には向こうも冗談だったよね
[5:04:29] kulo_kokoa: 詳しく覚えてないのがもどかしいね💦
[5:04:34] mIranIwa: 問題起こす=悪いこと 怒られるみたいな図式でもない 自由
[5:04:37] takosuke_karaage: それで払ったら舐められる可能性もあるしな
[5:04:37] dox404: 高木の対応は良かったと思うよ
[5:04:38] ぼくでぇす: 今後ギャングとしてどう振る舞うのかに関わるもんねこれも
[5:04:39] boku807n: あのぶつかった現場で終わる話だったよな
[5:04:45] yuusoccer24: おもろいですｗ
[5:04:46] maharu4u: ナスさんに話し言ってるから知ってるやろ
[5:04:47] オロポン123: 那須さんの電話は事を大きくしないための電話やと思うけどな
[5:04:51] tanakadesukedo: 実際請求は来たの？
[5:04:53] つゆゆん: ふじこさんじゃない人がやばい人なんじゃないかな
[5:04:56] tomato123421: 新人の人は知らなかったんじゃない？
[5:05:03] harumaki040212: 最高だw
[5:05:04] kami_no_manimoni_version2: 関係値低いなら尚更冗談で済ましたほうがいいもんな
[5:05:07] mIranIwa: 多分高木はは？電話？ってなってる
[5:05:08] tooo818: てかその新人の人誰か気になるな
[5:05:19] つゆゆん: 結構高圧的な態度じゃなかった？？
[5:05:20] tofu14777: 新人をわからせろ
[5:05:29] raim_o: 新人が悪くないか
[5:05:29] magical_ba77: そう
[5:05:30] 阿吽呼吸: その新人やるにしろ一回連れてきてもいいかもな
[5:05:35] 奄美迦楼羅: もう葉が電話で謝って済んだ話だし掘り返してもな
[5:05:36] 伊藤三等兵: 新人だよ
[5:05:36] hideonjetttt: 高木先輩だぞ！！
[5:05:41] つゆゆん: わかる新人の人がすごい高圧的だったね
[5:05:48] boku807n: ふじこさんはむしろ謝ってたなぶつかった時
[5:05:49] ムヤサキ: クリップみたん？
[5:06:04] つゆゆん: ふじこさんはごめんーって言ってたよー
[5:06:04] オロポン123: それを不二子さんは謝る電話じゃないん?
[5:06:09] TYdaaa: とりあえずボスにその名前見せないか
[5:06:10] magical_ba77: 高木配信おもろいからなんでもいいや
[5:06:28] maharu4u: ほんとに…？
[5:06:32] moroheyyear: ボスわかってるねぇー
[5:06:39] harumaki040212: まじ最高だったよ
[5:06:42] 奄美迦楼羅: こーれ試されてます
[5:06:45] 刺身サーモン: ボス takagi812
[5:06:45] magical_ba77: ボスわかってる！
[5:06:47] mIranIwa: ボスはRPとしては自由を期待もしてる
[5:06:50] だるせーにょ: ボス最高だね〜
[5:06:54] ぼくでぇす: 新人の人も尖ってる感じでなw
[5:06:54] 阿吽呼吸: ボス、、😭
[5:06:59] wassyoi7: 流石ボス
[5:07:17] hasemit: おおお
[5:07:18] harumaki040212: 自由にやりましょ
[5:07:20] itijou_: !aja
[5:07:20] Nightbot: そうだよね
[5:07:20] maharu4u: ボスだけがわかってくれる
[5:07:24] オロポン123: その度に説教はされます
[5:07:27] つゆゆん: マジでいいボスに会ったね😭
[5:07:29] moroheyyear: ボス最高だ！！！
[5:07:30] はりぷ: BibleThump
[5:07:35] mIranIwa: 説教されるのもセットのショーだから
[5:07:36] つっきー3355: takagi812
[5:07:37] TYdaaa: ボス〜
[5:07:39] だるせーにょ: 自分で解決できる分にはどっちでもいい
[5:07:49] tanakadesukedo: ぼしゅ……
[5:07:50] harumaki040212: 餡ブレラの圧を見せてけ
[5:07:51] tntnbkb: takagi812 takagi812
[5:07:53] 奄美迦楼羅: わきをの話してあげて
[5:08:06] garege14: いいボスやｗ
[5:08:10] 呂布カルパス: takagi812
[5:08:19] soumen0113: 那須さんと言ってること逆やんけ
[5:08:34] yossy_island23: 申し訳ないけど那須とかハンクのミスリードだったよ
[5:08:53] 阿吽呼吸: 新人だけ気になるね
[5:09:01] だるせーにょ: ギャルだったな
[5:09:10] mIranIwa: 変わって大人になり問題避けることボスの魂にも望まれてない
[5:09:15] moroheyyear: ギャルだったなｗ
[5:09:41] TYdaaa: 那須さんは組織のためってのを考えるなら正解だけどボスが髙木達を入れた理由を潰す事になっちゃうっていうムズい問題
[5:09:59] yossy_island23: ボスがすべてだからなギャングは
[5:10:20] きつねチャンネル: え？ 当たりに行って文句言ってんのか？
[5:10:29] 森永ぐりこ: 一旦かね渡して沈めるか
[5:10:31] きつねチャンネル: 当たり屋はじめたん？
[5:10:36] mIranIwa: RP的にはボス忠誠なんだからボスに聞けばいい話
[5:10:39] magical_ba77: wwww
[5:10:50] maharu4u: ボスが良いって言うなら良いんだ
[5:11:00] ネオちー: ｗ
[5:11:01] TYdaaa: チクチク
[5:11:04] ネオちー: わからんなあｗ
[5:11:05] hisagi_jp: wwwwwwwwwwwww
[5:11:14] 呂布カルパス: wwwww
[5:11:20] y4kiniku_bent0: wwww
[5:11:26] itijou_: 大人になるんだよね
[5:11:27] mIranIwa: wwwwww
[5:11:33] mIranIwa: いいやつらだなw
[5:11:41] きつねチャンネル: え？ イベント始まんのか？？
[5:11:45] moroheyyear: ほな相手か
[5:11:47] オロポン123: ぶつかったのはこっちやもんな
[5:11:52] きつねチャンネル: ナイスコンビやなぁぁｗ
[5:11:53] まじぇすてぃっく: ちなみに現実で追突は100対0でこっちが悪くなる
[5:12:09] りんごりらっぱせり: とっさに謝ったってことはそういうことやなｗ
[5:12:13] tooo818: こちとらギャングやぞぉぉ！
[5:12:33] garybatey: 毎回おもしろRPありがとう
[5:12:53] maharu4u: 急に日和っててわろた
[5:13:03] 奄美迦楼羅: クリップみたなこれ
[5:13:29] mIranIwa: 金持ちギャングだったらぶつかって悪ィこれとっといてって払えば太っ腹でダサくないかもね
[5:13:33] オロポン123: 自発的に払うのはいいよな
[5:14:02] wassyoi7: ボスまじで話わかってくれるね
[5:14:12] mIranIwa: 圧かけてくるなら折れて払うのダサい
[5:14:18] きつねチャンネル: もしやけど、相手がオールインとか百舌鳥やったら、生きて帰れるのか？
[5:15:07] itijou_: えwwwwwww
[5:15:10] 阿吽呼吸: こっわ
[5:15:14] きつねチャンネル: 白が金請求いきなりすんのか？？ 白だったら、かなりクレイジーだな
[5:15:17] ネオちー: そこに飛び火するんｗ
[5:15:17] つゆゆん: あ、
[5:15:19] harumaki040212: www
[5:15:21] 奄美迦楼羅: 飛び火で草
[5:15:21] kami_no_manimoni_version2: www
[5:15:22] hisagi_jp: w
[5:15:22] corgi_green: 急にガチ説教wwwww
[5:15:23] 呂布カルパス: wwwww
[5:15:25] yossy_island23: みんな一緒に怒ってたくせにくるっくるしとるわ
[5:15:26] オロポン123: あ
[5:15:30] はりぷ: www
[5:15:31] さわー3: wwwwww
[5:15:31] starrysuburbs: わろた
[5:15:32] ぼくでぇす: wwwwwwww
[5:15:33] ネオちー: ｗｗｗｗｗ
[5:15:34] garege14: 飛び火したｗ
[5:15:36] y4kiniku_bent0: wwwwwww
[5:15:36] krm091: www
[5:15:36] 花﨑2: wwwww
[5:15:37] hisagi_jp: wwwwwwwwwwwwwww
[5:15:37] gem_taro: なかま
[5:15:38] 肉球0: 飛び火w
[5:15:38] mIranIwa: 何がいいか悪いかじゃなくこのスタンスで行くっていうのがそのうちできそう
[5:15:40] 阿吽呼吸: 小学校思い出すわ
[5:15:40] つゆゆん: wwww
[5:15:42] tooo818: カウンターえぐすぎて草
[5:15:45] gem_taro: なかま ふえた
[5:15:56] mIranIwa: ありけんは行く準備できてる
[5:15:58] krm091: おもろすぎるw
[5:16:01] さわー3: いまのおもろかったなあww
[5:16:04] harumaki040212: めっちゃ面白いやw
[5:16:05] itijou_: でモレリア今日頑張ってたけどね
[5:16:06] きつねチャンネル: コンビストーリーにwktk
[5:16:07] mIranIwa: ドラレコw
[5:16:12] オロポン123: クリップか
[5:16:19] つゆゆん: クラフトした事いおう
[5:16:26] mIranIwa: でも意外と自虐的になってるだけかもしれあに
[5:16:41] 奄美迦楼羅: こじれるからやめとけｗ
[5:16:51] airplayerx: 正解は自分がこの人生でどうしていくかを決めて遂行するってことだ
[5:16:54] ネオちー: 車高行かんとまあ分からんよなｗ
[5:16:55] itijou_: ガキwww
[5:16:59] mIranIwa: 殺しに行かないと決めるならもう鑑賞会してほしい
[5:17:03] オロポン123: 葉急にひよってる
[5:17:05] soumen0113: 一回解決したから掘り返したくないんやろ
[5:17:34] 奄美迦楼羅: ありけんが一番わるいだろ
[5:17:52] オロポン123: ありけんはずっと煽ってる
[5:17:58] きつねチャンネル: チャルロス煽るなぁぁｗｗ
[5:18:00] itijou_: 中間もあるかもな
[5:18:08] gem_taro: たしかに
[5:18:11] soumen0113: ありけんはコロコロ意見変えてそれっぽいことぐちぐち言ってくるからな
[5:18:12] mIranIwa: 大人だなって人に言われることもひとつの答えでしかないし
[5:18:18] 非公式お兄さんフニュー: 一旦クリップ見るか
[5:18:46] つっきー3355: www
[5:18:56] mIranIwa: VCRの仲間のゴネ力思い出せ
[5:19:07] きつねチャンネル: 次も出会いそうな予感
[5:19:13] さわー3: いやなんでやめてくださいwww
[5:19:15] magical_ba77: wwww
[5:19:16] y4kiniku_bent0: wwwwwwww
[5:19:18] だるせーにょ: 和解シヨウトシテルyン
[5:19:18] ネオちー: それやめてね
[5:19:20] ウミサン: それやめてね BloodTrail
[5:19:21] つゆゆん: ふじこさんの隣の人に言いにいけばいいと思う
[5:19:41] 阿吽呼吸: クリップみたけど相手フェイントかけてないかww
[5:20:05] mIranIwa: 本当に7/3で悪いんか？www
[5:20:26] tntnbkb: 当たった人初心者マーク？
[5:21:24] itijou_: w
[5:21:27] さわー3: wwwww
[5:21:31] オロポン123: ん？
[5:21:31] hisagi_jp: wwwwwwwwwwwww
[5:21:34] 阿吽呼吸: かっけえ
[5:21:35] ネオちー: ええてｗ
[5:21:43] magical_ba77: かっけぇよ
[5:21:44] tooo818: 高木それはえぐいな
[5:21:44] mIranIwa: ドヤっ
[5:21:50] 奄美迦楼羅: バカッターの話して
[5:21:52] moroheyyear: 褒められたい高木
[5:21:53] 231_celica: バカムーヴなのか
[5:21:54] 如月93: かっけえ
[5:22:00] 呂布カルパス: かっけえ
[5:22:00] ネオちー: かっこいーーー
[5:22:02] hisagi_jp: 高木アンブレラすぎる
[5:22:08] itijou_: だめか～
[5:22:13] mIranIwa: だめかぁー
[5:22:14] つゆゆん: アンブレラ所属高木
[5:22:37] mIranIwa: wwwwwww
[5:22:43] さわー3: 顔てwwwww
[5:22:43] つっきー3355: wwww
[5:22:54] morih_: きも
[5:22:56] オロポン123: だからなんやねん
[5:23:03] さわー3: wwwwwww
[5:23:07] itijou_: wwwwww
[5:23:08] ABC842: ばれちゃった
[5:23:09] 奄美迦楼羅: ママつぼってる
[5:23:11] はりぷ: www
[5:23:11] furunakisate: おもろすぎる
[5:23:12] mIranIwa: wwwww
[5:23:15] gogoriri: しつけぇｗｗｗ
[5:23:20] さわー3: 顔がいってたwwwww
[5:23:21] itijou_: 感じたもんな
[5:23:35] ネオちー: ｗｗｗｗｗ
[5:23:37] オロポン123: 意味わからんて
[5:23:38] hisagi_jp: wwwwwwwwwwwww
[5:23:44] 231_celica: ヤバイやつ引き取ったなぁという噂が広がるか
[5:23:49] 呂布カルパス: wwww
[5:23:49] TYdaaa: 寂しいwww
[5:24:14] 限界コンカフェ嬢: だっさって言われまくっててくさ
[5:24:23] ネオちー: すぐ大喜利求めてくるなｗ
[5:24:26] 231_celica: おもろいけど
[5:24:47] mIranIwa: かっこつけるあまりダサいのがいいんや
[5:24:53] airplayerx: ちっちゃ
[5:24:58] ネオちー: ついっく、す
[5:25:00] itijou_: Twixでも報告しました！
[5:25:03] オロポン123: クラフト…
[5:25:04] puru0: バカッター
[5:25:05] papapapupepon: できてないからこんだけ話長引いてるんじゃ....
[5:25:05] りんごりらっぱせり: ばかったー
[5:25:08] soumen0113: バ、カッター
[5:25:08] morih_: 若さ爆発
[5:25:18] mIranIwa: wwwwww
[5:25:37] itijou_: さて
[5:25:39] さわー3: おつかれさま
[5:25:40] magical_ba77: wwww
[5:25:40] soumen0113: ご褒美スト6
[5:25:43] hideonjetttt: ブランカいくぞーｗ
[5:25:52] mIranIwa: 寝ちゃうんだぁ 惜しまれてて草
[5:25:53] tooo818: お疲れ様
[5:25:53] TYdaaa: なんやかんやいい組織やな
[5:25:53] オロポン123: おつ
[5:26:04] hinakoooo_fn: おもろかったw
[5:26:06] オロポン123: ボスがいい人や
[5:26:07] itijou_: 今日もよく学んで面白かったな
[5:26:19] だるせーにょ: ハイタニさん暇そうやな
[5:26:21] オロポン123: クリップみてくれ
[5:26:25] 奄美迦楼羅: おもいっきり後ろからいってました
[5:26:27] wgoo: 気づいてきちゃった
[5:26:28] garege14: みんなめちゃくちゃやさしいよｗ
[5:26:29] puru0: 記憶蘇っちゃったか
[5:26:30] mIranIwa: 問題起こすなてことじゃなく自分らしくやってってこと
[5:26:33] hideonjetttt: 相手の対応がなーｗ
[5:26:33] ネオちー: 時間経ちすぎて考えるのもだるいｗ
[5:26:34] マーず: クリップみたくね
[5:26:39] krm091: いや？そんなことないと思うけどなぁ〜
[5:26:39] ぶたぁー: 見返すとねって感じ
[5:26:41] jion5260: でも相手の言い方がな
[5:26:43] starrysuburbs: 追突はだいぶ悪い
[5:26:47] dox404: クリップ見れないのかな？
[5:26:48] furunakisate: いってるね
[5:26:48] y4kiniku_bent0: wwwwwwww
[5:26:48] ぼくでぇす: まあ瞑想したから今日はもういいよw
[5:26:49] TYdaaa: ちなみにボスの本音は10対0言うてたで
[5:26:50] つゆゆん: 当たったのは悪くても請求して高圧的な態度だったのがなって感じじゃないかな
[5:26:50] wgoo: おもくそケツ掘ってる
[5:26:51] airplayerx: 交通事故としては追突側がだいぶ悪い
[5:26:51] naaja99: 免許持ってる？
[5:26:52] itijou_: でも止まれなかったのも事実かも
[5:26:52] inuemonn: いってる
[5:26:53] taggmen: 当たったのは悪いけど、その後の相手の対応は最悪だった
[5:26:54] 231_celica: 後ろから釜掘ってるのは敗けやで
[5:26:54] puru0: 交差点どこにあった？
[5:26:56] hiropon79: wwwwww
[5:26:57] だるせーにょ: 事故はこっちが悪い
[5:26:57] harumaki040212: わらたw
[5:26:57] soumen0113: ぶつかるまではこっちが悪いけどその後はあっちが悪いんじゃね
[5:26:59] mitooooh: いってる
[5:27:02] takenoco: karubisFurifurii karubisFurifurii karubisFurifurii
[5:27:07] ぼくでぇす: スト6がんばえ
[5:27:09] mitooooh: 追突してるようにみる
[5:27:11] tanakadesukedo: ビーストカップっていつあんの？
[5:27:13] 阿吽呼吸: いやでも相手なんか変な動きしてた
[5:27:19] itijou_: 1-21
[5:27:20] garege14: ビーストカップだれとでるの？
[5:27:21] オロポン123: ボスも分かったうえで意見聞いてたからな
[5:27:22] だるせーにょ: あったけえな！
[5:27:23] moroheyyear: ボス最高だな
[5:27:29] mIranIwa: それで採用されてるしな
[5:27:33] hinakoooo_fn: ボス最高！
[5:27:37] yossy_island23: あれはまじで先輩のミスリード
[5:27:42] hisagi_jp: wwwwwwwwwwwww
[5:27:44] monakaxyz: きゅんだね
[5:27:44] wassyoi7: ボスが全てだから
[5:27:55] tntnbkb: おもろい採用がおもんなくなったら無能だからな
[5:28:00] だるせーにょ: ギャングに生意気だったよな
[5:28:08] オロポン123: 相手の態度は良くなかったのはあるな
[5:28:09] mIranIwa: 誰が悪いか悪くないかではないのはそう
[5:28:10] jion5260: 生意気だったな
[5:28:13] hinakoooo_fn: まあ相手威圧的だったもんなw
[5:28:16] moroheyyear: 高木のストグラおもろいよ
[5:28:18] 231_celica: 交通ルールなら100負け、態度は駆け引きしだいじゃね
[5:28:41] soumen0113: ありけんみたいな本田だな
[5:28:47] itijou_: MR1700いく？
[5:28:59] 風呂ゾンビ: 本田さぁ…w
[5:29:03] moroheyyear: パリィしてよ
[5:29:05] お猪口: 大会いつなの？
[5:29:06] tooo818: 大会までの目標作りたくね
[5:29:11] hideonjetttt: 内容が濃すぎるｗ
[5:29:23] TYdaaa: 事故、Twitter、ボブキャット
[5:29:24] garege14: 問題起こすのが良さやん
[5:29:37] itijou_: ]
[5:29:41] inuemonn: でかい問題ではなかったから昨日よりはいいよw
[5:29:49] だるせーにょ: まだあったまってないな
[5:29:50] hinakoooo_fn: wwwww
[5:29:58] TYdaaa: あれが1番問題な気するw
[5:30:14] hideonjetttt: ｗｗｗｗｗｗｗｗｗ
[5:30:15] ぼくでぇす: wwwwwww
[5:30:20] TYdaaa: フラグだったか
[5:30:22] つっきー3355: wwww
[5:30:25] りんごりらっぱせり: おとなしくてこれですか
[5:30:27] はりぷ: www
[5:30:36] わくわく君: タグ変えんくて大丈夫？
[5:30:48] ぼくでぇす: まあ昨日よりか良くなったか…？w
[5:30:49] hinakoooo_fn: 葉真顔で嘘つくのえぐい
[5:30:58] 刺身サーモン: 高木、ban共有してる？
[5:31:07] itijou_: 大変だな
