[0:00:10] れれらい: タイトルかわった〜
[1:47:21] _るるちゃん: www
[1:47:25] ノーシュ: コミケにいたやめてｗｗｗ
[1:47:30] たろをまんじ: パンチラガチャ
[1:47:31] みみまい: 引かれてるｗｗｗｗ
[1:47:38] もずくみこみこ: カニメイトガチャより激安だな
[1:47:45] gaaahyu: www
[1:47:58] 鬼九: ｗｗｗｗｗｗｗｗｗｗ
[1:47:59] しばですよ: ｗｗｗｗｗｗｗｗ
[1:47:59] もずくみこみこ: おっとっと
[1:48:04] atsumori_pop: バ、ン
[1:48:07] twmonitor: 終わってるｗｗｗ
[1:48:14] akagi_4147: いい曲なのにけがされるｗｗｗｗ
[1:48:14] しばですよ: ワンピース発見
[1:48:23] nyonmenm: ばんされろｗｗ
[1:48:36] しぇぱ3: おほ
[1:48:36] tuba2525: み、っちー
[1:48:38] きえさん: これは...
[1:48:40] ジヴァ: おほ
[1:48:40] ソルティー_: わお
[1:48:40] 狐爪: ！？
[1:48:41] しゅららぼん03: おほw
[1:48:45] ネオちー: えっ
[1:48:45] ちょびのすけ: 待ち受け終わってるw
[1:48:48] ryu_ki25: おほwww
[1:48:49] ゆのぴか: wwwwww
[1:48:54] ノーシュ: エロ画像集めてるｗ
[1:48:54] Sean_kmsky: コレクション。。。ｗｗｗｗ
[1:48:58] fancy_hippo: 共有w
[1:48:58] texcoawg1309: エロオヤジ有坂ｗ
[1:49:01] もずくみこみこ: 何を交換してるえwww
[1:49:02] atsumori_pop: 待ち受け終わってて草
[1:49:16] 狐爪: リアルでもやってそうで怖いえw
[1:49:18] soundgirlduo: ありさかさん……
[1:49:25] ryu_ki25: 盗撮やんwww
[1:49:43] もずくみこみこ: おおぉ けっつん！
[1:49:55] rocomoco18: めーん
[1:49:56] 鬼九: ｗ
[1:49:57] fancy_hippo: メーンw
[1:49:57] リク21: ﾒｰﾝおる karubisGyo
[1:50:05] k0h4ku18: メーン
[1:50:06] にーとろる: ビートボックスいこ
[1:50:10] akagi_4147: ぱるちゃんか？？
[1:50:20] きえさん: キングスターダイヤモンドズズのリスペクトか
[1:50:39] ryu_ki25: ゾーゾーメンwww
[1:50:47] マドリディスタ: こっちも着替えるか。笑
[1:51:04] Sean_kmsky: ネイティブは違うなぁｗｗｗ
[1:51:11] ノーシュ: クロちゃんも見た目はギャングだえ
[1:51:15] 鬼九: ｗｗｗ
[1:51:19] 鬼九: おほん
[1:51:19] リク21: ｵﾎﾝ?
[1:51:19] きえさん: おーほーんw
[1:51:21] もずくみこみこ: www
[1:51:30] ノーシュ: すんｗ
[1:51:33] ティーセブン: ｗｗｗｗ
[1:51:35] ティーセブン: なんだこれｗｗ
[1:51:37] みみまい: しんどいｗｗｗ
[1:51:41] Sean_kmsky: 英会話教室始まったｗｗｗ
[1:51:52] しぇぱ3: ｗｗｗ
[1:51:56] マドリディスタ: バリバリ日本語w
[1:51:57] もずくみこみこ: カタカナ英語きたえwww
[1:52:07] 狐爪: LUL LUL
[1:52:15] ソルティー_: 適当w
[1:52:38] yuchan_db: ボイパでセッションしてくれ
[1:52:44] ノーシュ: あーはん？
[1:54:01] 鬼九: わきをのなんか汚いｗｗｗ
[1:54:06] ryoukake: くろさんで対応だめん
[1:54:07] ティーセブン: うまれたまんま
[1:54:07] Kaminagi_TKP: わきをのはただ汚いだけなんだよなぁ
[1:54:09] しゅららぼん03: ばちばちw
[1:54:11] みみまい: アカチャンボディーｗ
[1:54:13] ソルティー_: 白いなぁw
[1:54:15] もずくみこみこ: きれいな肌w
[1:54:23] 豚さんベイブ: 生まれたまんまw
[1:55:11] co_reich: あるめんねって、怪しい中国人みたいになってる
[1:55:18] kamunagi1105: 今気づいたけど上着脱いだら江頭やん
[1:55:50] しばですよ: ｗｗｗｗ
[1:55:51] twmonitor: wwwwwww
[1:55:53] achan2805: ｗｗｗｗｗ
[1:55:53] co_reich: なんか混ざってる
[1:55:55] ゆのぴか: wwwwwwww
[1:55:55] sabachann123456: ww
[1:55:57] るつ猫: ｗｗｗ
[1:56:00] ティーセブン: LGBTのGはGANGメン
[1:56:00] Sean_kmsky: ノリノリギャング
[1:56:05] xxx_KAPIBARA_xxx: 江頭ｗ
[1:56:14] achan2805: 江頭やめろｗｗｗ
[1:56:54] xxx_KAPIBARA_xxx: 三点倒立ないかなｗ
[1:57:05] t_ugumin: なんか崇拝してない？爆笑
[1:57:07] k0u0722: ヨーガの力
[1:57:39] achan2805: よく考えたらエガちゃんって女性ウケ良さそう
[1:57:42] ぶらっくさんだー: 龍駆ける蹄入れよう
[1:58:02] tepapa: ボイパでのりのりだめん
[1:58:02] co_reich: いれずみって人体にあわせて3Dで作らなきゃいけないから大変なんだろうな
[1:58:12] もずくみこみこ: ママかわちぃ
[1:58:18] ボタニスト: 走りながらエモートしたら面白いよ
[1:58:22] atsumori_pop: かれんママの関西弁、ねん付ければええねん感あってかわいいねん
[1:58:36] ぺろさんだよ: あ
[1:58:38] しぇぱ3: ｗｗｗｗｗｗ
[1:58:41] sabachann123456: www
[1:58:42] KABAYAKIGG: www
[1:59:06] ノーシュ: 沖縄だえ
[1:59:22] ノーシュ: ｗｗｗｗｗｗｗｗ
[1:59:24] しぇぱ3: ｗｗｗｗｗｗ
[1:59:28] もずくみこみこ: www
[1:59:31] achan2805: ｗｗｗｗｗ
[1:59:32] atsumori_pop: BA、N
[1:59:35] ソルティー_: やめw
[1:59:36] しばですよ: ｗｗｗｗ
[1:59:39] ぺろさんだよ: BAN
[1:59:39] gundora23: ｗｗｗｗｗ
[1:59:41] sabachann123456: www
[1:59:41] 狐爪: NotLikeThis NotLikeThis NotLikeThis
[1:59:43] phoenix_desu: w
[1:59:46] リーヅモ裏裏: www
[1:59:46] もずくみこみこ: ドリルだえwww
[1:59:46] ネオちー: 何を見せられている？
[1:59:48] achan2805: 終わってるよｗｗｗｗ
[1:59:49] Kaminagi_TKP: ﾎﾟｯ
[1:59:51] atsumori_pop: み、っ、ちー
[1:59:51] みみまい: 取れたんかｗｗｗ
[1:59:52] aya_s: w
[1:59:52] mocasann: 男子校のノリwwwwww
[2:00:00] risuzu_00: 三ツ干ーされてまうw
[2:00:25] ノーシュ: ホイッスルやｗ
[2:00:34] きえさん: ホイッスルよ
[2:00:41] みみまい: ホイッスルｗｗ
[2:01:03] もずくみこみこ: www
[2:01:28] atsumori_pop: ｗｗ
[2:01:34] ゆのぴか: wwww
[2:01:58] しぇぱ3: ｗｗｗｗｗ
[2:02:05] allie2209: シュールwww
[2:02:09] achan2805: えぐいｗ
[2:02:18] ノーシュ: 前衛芸術みたいなのやめて
[2:02:20] hachiko0000: シュールwwww
[2:02:53] もずくみこみこ: ボスがいないからチョケてるえw
[2:02:58] ノーシュ: ええてｗ
[2:03:02] achan2805: エガちゃんできるならやって欲しいｗ
[2:03:45] atsumori_pop: あぐら面白すぎるだろｗｗｗ
[2:04:05] hachiko0000: ヘリあぶないwww
[2:04:06] のんちゃん太郎: 尊師
[2:04:25] しぇぱ3: ｗｗｗｗｗｗｗ
[2:04:26] achan2805: ｗｗｗｗｗ
[2:04:29] しばですよ: え？
[2:04:30] ノーシュ: ｗｗｗｗｗｗ
[2:04:33] リーヅモ裏裏: wwww
[2:04:34] sabachann123456: www
[2:04:38] hachiko0000: wwwwwww
[2:04:38] KABAYAKIGG: www
[2:04:38] もじゃ公: あぐらかいてからnamasteっていうエモーとでダルシムになれるえー
[2:04:39] かんかんとまと: wwwwwww
[2:04:48] Kaminagi_TKP: ラジコンになっちゃった
[2:04:53] ゆのぴか: wwwww
[2:05:02] ノーシュ: 追いかけると逃げちゃうスケボーｗ
[2:05:04] k0h4ku18: 追いかけてるw
[2:05:14] ソルティー_: えw
[2:05:49] ネオちー: どさくさに紛れてパンツ見るな
[2:05:57] ゆのぴか: wwwww
[2:06:22] shimayu: wwww
[2:06:22] ぺろさんだよ: カニさん！？
[2:06:27] atsumori_pop: ジャンプもできるか？ｗ
[2:06:31] saki___0922: wwwww
[2:06:33] achan2805: 満喫してるｗ
[2:07:02] achan2805: またｗｗｗ
[2:07:07] shimayu: はらいてー
[2:07:11] Sean_kmsky: 歪んどるｗｗｗ
[2:07:16] achan2805: スタンドになってるｗ
[2:07:17] ソルティー_: ペット？w
[2:08:04] せかい12ごう: そういえばユニオン前の客船受注してなかったっけ？
[2:08:35] achan2805: 引いたｗ
[2:08:50] ちょびのすけ: スタンド攻撃みたいw
[2:08:57] achan2805: ｗｗｗｗ
[2:09:55] 左衛門三郎1129: そういえばお金は？
[2:10:04] 左衛門三郎1129: 洗ってる
[2:10:57] Kaminagi_TKP: 麦わら！？
[2:11:01] nsgrn__: ルフィすぎるｗｗｗｗ
[2:11:03] しゅららぼん03: ルフィw
[2:11:15] k0u0722: 麦わら！？
[2:11:28] nsgrn__: シャンクズとユフィ同じギャングやばｗｗ
[2:11:44] achan2805: ユフィｗｗ
[2:12:19] papapapupepon: シャンクズがずっと麦わら帽子かぶってるw
[2:12:30] akagi_4147: もっかいならぶか
[2:13:28] こまりゅう615: 何人いるの？
[2:13:29] ノーシュ: ジェイクの隣落ち着くえ
[2:13:53] もずくみこみこ: 昨日はホールインワンだったえw
[2:14:08] zenith_ar: ww
[2:14:16] ろいどです: ｗｗｗｗ
[2:14:16] もずくみこみこ: 出会ったえ
[2:14:19] セシル01: 因縁…
[2:14:23] しばですよ: ｗｗｗｗ
[2:14:31] バルブドット: w
[2:14:33] achan2805: ｗｗｗｗ
[2:14:34] 二十日後の緑茶: ゆふな一躍時の人だな
[2:14:47] yossy_island23: てってマジでビビってて草
[2:15:01] achan2805: 逆にマイナスｗ
[2:15:17] Kaminagi_TKP: 無線かな？
[2:15:26] 加斗: 無線？
[2:15:42] みみまい: 街パチおもろい
[2:15:45] ココナッツミルク: @二十日後の緑茶 黙ってみていこう
[2:16:52] もずくみこみこ: www
[2:16:57] みみまい: 国家ギャングだえ
[2:17:05] akagi_4147: グギグギグ
[2:17:26] achan2805: たっしょんだえ
[2:17:28] くるあ0109: よいしょだえw
[2:19:36] ココナッツミルク: タイトルだけ 変更しなきゃね～
[2:19:49] atsumori_pop: 大寒波だえ
[2:19:52] achan2805: ケツ冷えた？
[2:20:03] mini_gori: 朝やばかったえ
[2:20:04] takqhashi_25: 明日は朝が冷えるえ
[2:20:40] テトりる: お金しまわなきゃ
[2:20:45] ココナッツミルク: 間違い 訂正
[2:20:48] レヴィ99: ブラックマネー持ちっぱなしだえ
[2:21:01] 加斗: お金しまってね
[2:21:12] yoshiki00331125: てかずっと名前クロさんでやってたのかえ？
[2:21:30] みみまい: あ
[2:21:38] ノーシュ: 赤城レンやんｗ
[2:21:41] 夜食はお茶漬け: ｗｗｗ
[2:21:43] mini_gori: wwwwwww
[2:21:43] hironoshin_ki: なんか爽やかだな
[2:21:48] hachiko0000: wwwwww
[2:21:49] ソルティー_: 喉整形？
[2:22:02] みみまい: ｗｗｗｗ
[2:22:06] ティーセブン: ｗｗ
[2:22:14] ペチペチ教: おっとっとｗ
[2:22:16] KABAYAKIGG: け、警察？
[2:22:16] みみまい: 無言ｗｗｗｗ
[2:22:21] hachiko0000: おっとっと？
[2:22:23] ichisanniiroku: 汗
[2:22:26] NiteFthr00: おっとっと
[2:22:28] mini_gori: wwwwwwwwww
[2:22:30] きえさん: wwwwwwww
[2:22:31] 赤見二等兵: あれ
[2:22:34] ichisanniiroku: ｗｗｗｗｗｗ
[2:22:34] 加斗: マネーしまってね
[2:22:35] ティーセブン: んー？？
[2:22:35] みみまい: 詰めるｗｗｗ
[2:22:36] ジヴァ: ガチで理解してないか
[2:22:36] しゅららぼん03: またしても何も知らないチャルロスsay
[2:22:43] nsgrn__: メタい話だえｗ
[2:23:01] きえさん: ええええええ
[2:23:06] love_upper: 理解した時の反応が楽しみww
[2:23:12] みみまい: 赤毛ポリスメンｗｗ
[2:23:14] ryoukake: 魂貫通
[2:23:15] mini_gori: 発作が
[2:23:31] ティーセブン: なんのことだろうな
[2:23:33] しぃ茶: こんな時こそストグラikiが楽しいよねｗ
[2:23:37] ノーシュ: 知らなくていいこともあるえ
[2:23:44] みみまい: 確認ｗｗｗｗ
[2:23:47] きえさん: まっずいwwww
[2:23:58] hachiko0000: スパイ？
[2:23:59] nsgrn__: スパイか
[2:24:08] しゅららぼん03: 赤城？はて？笑
[2:24:09] opefgrapon: いずれわかるえ
[2:24:10] hiyokomanjuuuuu: 教えなくてもいいこともある。RPだもの
[2:24:11] nsgrn__: まじでわかってないの面白いなｗ
[2:24:20] ant12037: お金持って行かないようにしないとな
[2:24:33] デビシャビ: ジェイクはあかぎ？
[2:24:37] 加斗: お金しまってね
[2:24:37] hachiko0000: いつかわかる時がくるえ
[2:24:42] マニャーナ: 最初は分からないよ普通に
[2:24:43] みみまい: 崩壊してるｗｗｗｗ
[2:25:17] 狐爪: ww
[2:25:18] みみまい: ｗｗｗｗ
[2:25:19] 祭礼: wwwwwwwwwwwwwww
[2:25:20] きえさん: wwwwwwww
[2:25:20] hachiko0000: wwwww
[2:25:20] mini_gori: E
[2:25:21] kinakooi: お金貯金箱にしまってね
[2:25:21] ichisanniiroku: 声ｗｗｗｗ
[2:25:21] dondorondoteto: wwwwww
[2:25:21] ティーセブン: ｗｗｗｗｗｗ
[2:25:22] mini_gori: wwwwwwwwwwwwww
[2:25:22] lsdlsd5: www
[2:25:22] fancy_hippo: ww
[2:25:24] ノーシュ: いつもの声聞き取りづらいは本当にそうｗ
[2:25:35] hachiko0000: どうぞ！
[2:25:36] しゅららぼん03: 高木w
[2:25:38] atsumori_pop: 高木！？
[2:25:40] mini_gori: 高木きたwwwwwww
[2:25:41] ichisanniiroku: 高木ドウゾ！！！
[2:25:42] thiru_sudyn: お
[2:25:43] _るるちゃん: どうぞ！
[2:25:46] hachiko0000: wwwww
[2:25:46] faiba2525: 高木きたw
[2:25:49] みみまい: どうぞー！
[2:25:53] 御免わびる: めずらしい
[2:25:54] dondorondoteto: どうぞ！
[2:25:59] ウェポン: どうぞw
[2:25:59] ノーシュ: 好かれてるなあｗ
[2:26:02] tuba2525: 愛されてるなWWW
[2:26:03] KABAYAKIGG: ダーティーマネェ〜持ってるよぉ
[2:28:08] ティーセブン: めっちゃおる
[2:29:08] むっしゅ: BMしまってから行ってねー
[2:29:25] mini_gori: wwwwwww
[2:29:30] もずくみこみこ: wwwwww
[2:29:30] ソルティー_: www
[2:29:34] しぇぱ3: ｗｗｗｗｗｗ
[2:29:36] ペチペチ教: wwwww
[2:29:36] ティーセブン: ｗｗｗｗ
[2:29:40] fancy_hippo: 聞いてません
[2:29:40] リーヅモ裏裏: wwwww
[2:29:46] ティーセブン: 投げられたｗｗ
[2:29:46] ichi38_: 聞いてもわからんやろ
[2:29:47] haru524288: え
[2:29:47] しぇぱ3: えｗ
[2:29:48] hachiko0000: えっ
[2:29:49] mini_gori: えっ
[2:29:50] もずくみこみこ: おっとっと
[2:29:51] リーヅモ裏裏: え
[2:29:51] しゅららぼん03: えw
[2:29:51] thiru_sudyn: え
[2:29:51] nsgrn__: またｗ
[2:29:58] レヴィ99: また子守りだ
[2:30:02] しゅららぼん03: もう子守りやんwww
[2:30:18] ganototosu05: (うわ、)
[2:30:19] ソルティー_: ベイトw
[2:30:19] itoriyo: 先輩の子守りだえ
[2:30:21] ジヴァ: 高木ベイトw
[2:31:05] もずくみこみこ: 高木ちゃんと聞くえw
[2:31:14] のんちゃん太郎: ジェイク声戻った！
[2:31:31] きえさん: 高木話聞け
[2:31:57] 首領ウー: ボンベいるえ
[2:32:49] Sean_kmsky: なぜじぇりかんｗｗｗ
[2:32:54] もずくみこみこ: もうチャルがベテランだえ
[2:33:29] twmonitor: 不安だｗ
[2:33:33] しゅららぼん03: 高木視点キツすぎて見るのやめてしまったw
[2:33:40] レヴィ99: パラシュートは再起すると消えるよ
[2:34:07] mini_gori: 話し合い中にどうやってしまうねんw
[2:34:30] もずくみこみこ: 見守りましょう
[2:34:31] しぇぱ3: 高木心配だなぁｗ
[2:35:05] しろしろくんどっと: 人柱要員の高木
[2:35:49] しぇぱ3: こわｗ
[2:36:00] akagi_4147: コワイヨ
[2:36:29] レヴィ99: パラシュートじゃなくていいのか
[2:36:54] shika_hr: 念のためつけててもいいと思う
[2:37:04] レヴィ99: チューブつけるとパラシュート付けれないって言ってたけど
[2:37:05] ティーセブン: 指示多すぎるー
[2:37:20] もずくみこみこ: ふぁいとだえー
[2:37:30] みみまい: 今日はどうなるかえ
[2:37:34] hiyokomanjuuuuu: みんな、ルール守って楽しく見ようぜ
[2:37:43] バブみわかりみありけり: がんばるえー
[2:37:44] もずくみこみこ: みんな高木が心配なんだえ
[2:38:07] たろをまんじ: igl大変だえ
[2:38:11] kashu88: 見守るだけで楽しいんだから！頑張ってー
[2:38:45] ant12037: チャル頑張れ〜！
[2:38:48] mini_gori: 完璧
[2:38:57] nonono090: 今日はなにしてるえ？
[2:38:59] みみまい: さすチャル
[2:39:05] ソルティー_: 成功させるえ
[2:39:05] もずくみこみこ: 装備チェックないすだえ
[2:39:09] ティーセブン: 高木の保護者だえ
[2:39:10] nekomameta: チャル視点おもろいえ
[2:39:23] tomatotabete: チャルより同期のが心配ｗ
[2:39:27] ジヴァ: 高木普通にNPCに負けそう
[2:39:32] 限界コンカフェ嬢: オイルリグ最近見ないなあ
[2:39:33] ichi38_: wwww
[2:39:33] もずくみこみこ: チャルなら大丈夫だえ
[2:39:39] かめれもん: 大丈夫だえ
[2:39:40] 858625: なんか高木刀持ってね？
[2:39:42] paon_paon38: アルマゲドンや
[2:39:43] 首領ウー: アルマゲドン味あるえ
[2:40:00] ichi38_: 頑張れ高木！
[2:40:07] もずくみこみこ: アルマゲドンの曲が流れてたえw
[2:40:11] lelelele4415: 高木たぶん、ボンベの付け方分かってないだろ笑
[2:40:35] sugikenjp: 高木いるだけで面白いｗ
