[0:00:18] Muuwannn: wow
[1:48:26] jakkarin123456: NotLikeThis NotLikeThis NotLikeThis
[1:48:26] REALxLIFE_XD: 555545
[1:48:26] prajuyzth: ไอ้นี่นี่มันใจหว่ะ
[1:48:26] TOTOTOEY_: 555555
[1:48:26] oilwatchara01: ใครด่าพี่เอสกูด่าสวน555
[1:48:26] meaningless_12: 55555
[1:48:27] jackherer_420z: 55555
[1:48:27] meksizebig: จัดๆ
[1:48:27] anas_ut: 555555
[1:48:27] sleeppingty: 555 มาเล่นเองดิ
[1:48:27] meemamaikaa: LUL
[1:48:27] ShibieKun: ป่วยอ๋อแชต
[1:48:28] kingkiwboyd: 5555
[1:48:28] zakatomo220: 555555
[1:48:28] toey_098: หาชื่อม้นดิ
[1:48:28] stamp_v4: 5555
[1:48:28] redwilson_: สอบไวรัสมา
[1:48:28] pingdjjdush: 55555
[1:48:28] ice097: 5555555555555555
[1:48:28] smxr_zx: เรียบร้อย
[1:48:28] aomlrenish: 555555
[1:48:28] taurusmag: 5555555
[1:48:29] dunyawat_title: 555555
[1:48:29] pppawww: อ้ะะะ
[1:48:29] somebadyluv: 55555555
[1:48:29] Ta17heE: rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG rebirthztv10_SG
[1:48:29] Paipypy: สตีมแทนเลยน้อง 555
[1:48:29] fah_js: 5555555555
[1:48:29] wa_sitthichai_rbz: คนเก่ง
[1:48:29] MaithaiJaitawan: LUL LUL
[1:48:29] jimmis3v: 55555
[1:48:30] raksapum: 5555
[1:48:30] REDSPEC_0: 5555
[1:48:30] piyawat33578: 5555
[1:48:30] abarss0: เอาเเล่ว5555555555+
[1:48:31] minggoooooo: 5555555555
[1:48:31] ダングスコイ: 55555555555555
[1:48:31] georgiegod: 555แตก
[1:48:31] samurai_3010: 55555555555+
[1:48:31] poom220951: ลุง
[1:48:32] zornor_xr: 55555555555555555555555
[1:48:32] peach254444: 5555655
[1:48:32] jaolusi: โอ้ยพ่อคนเก่งง
[1:48:32] somemall: NotLikeThis NotLikeThis
[1:48:32] march_ntw: 55555
[1:48:32] nineky01: 55555สั่งมากก้ไปE sport เอง
[1:48:32] hudkung: มึงซวย5555
[1:48:33] sila_naiyagate: แชทไม่ได้โน1 แต่ แชทเวล1
[1:48:33] wut147: เด็กน้อย
[1:48:33] conner_x01: 55555555
[1:48:33] flufflycatinlittlebox: 55555555555555555555555
[1:48:33] NirAnkoeDkhiaO: ถูก
[1:48:33] phanuwic: อย่าชอบเลย
[1:48:33] THIPPLEX: งงกับเอ็งว่ะน้อง
[1:48:34] zeetar_u: เอ่อ
[1:48:34] nui_0_: 555
[1:48:34] pppawww: มาดิ5555
[1:48:34] boomztv8: ไลฟ์โค้ช
[1:48:34] PRD_RB: แชทอ่ะไม่ต้องพู๊ดดดดดด
[1:48:34] i_kuyy: แชทก็อย่าไปด่าสิ ง่ายๆ555
[1:48:34] Fist_Immortal: LUL
[1:48:34] dojabuss_: 555555
[1:48:34] fah_js: แชทเด็กจัด55555555
[1:48:36] FewwXD: @luciano0l
[1:48:36] EMWILD_: มันบังคับไม่ได้หรอกกก คนมันอยากแซะอะ
[1:48:36] MeAw_MaN: 55555555
[1:48:36] unknxwn_sss: 55555555
[1:48:36] jiraphattv: 555
[1:48:37] nxts28: เข้าtsเลย
[1:48:37] FiwAquarius: 5555
[1:48:37] an_an1999: Laval 1
[1:48:37] ga_nathaniel: 55555
[1:48:37] uuuu7777777777uuu7uu7u77u: ทำใจ
[1:48:37] bhkkk121: เก่งจริงแต่ละตัว
[1:48:38] sncnxnd: 5555555
[1:48:38] cxfdvgdvv: ไม่เกี่ยวแชทมาดามเอง
[1:48:38] a_zero_one: 555
[1:48:39] putnana: ไม่ได้จริงจังขนาดนั้น
[1:48:39] natza1997: ใครไม่เกี่ยวใส่เดี่ยวได้หมด
[1:48:39] IUsoCute01: 5555555555555555
[1:48:39] gapninja: 1ไปโถมมันดิ Kappa Kappa
[1:48:39] g9_sara: 5555
[1:48:40] NAT_SUPANAT: 55555
[1:48:40] copter2711: สั่งเยอะ555
[1:48:40] petchjqi: ขำว่ะ555
[1:48:41] toto_bear: 5555
[1:48:41] redwilson_: สอบไวริสมาคนเก่ง
[1:48:41] arm_npk: 5555
[1:48:41] zeesky12203: ไลฟ์โค้ช 5555555555555555555 เกาะเบาะ
[1:48:41] pingdjjdush: เล่นเองชะนะ
[1:48:41] wolf_ezth: เเชทร้องง
[1:48:41] mosss_2002: เด็กน้อยยยยยยยยย
[1:48:41] TorTorTor_: ตรรกะทุเรศวะ ถึงกับทักไปอะ
[1:48:41] elpanoz_chanel: พ่อคนเก่ง
[1:48:42] sarifa24: มาดิ55555
[1:48:42] aunza0631: คอมยังไม่มีเลยมั่งพี่
[1:48:42] pattarida_27: 5555555
[1:48:42] dasosa_itty: LUL LUL
[1:48:42] topnook: 5555
[1:48:42] DeeKub_G: วัยรุ่นกระซิบ5555555
[1:48:42] peach254444: เอาหน่อยคนเก่ง
[1:48:42] view_55555: เข้าไปแข่งแทนเลยฮะ
[1:48:43] LoliTourlunglee: 5555555
[1:48:43] uuuu7777777777uuu7uu7u77u: 555555555555555555555555
[1:48:43] mkaawshhd: 5555555555
[1:48:43] prajuyzth: 55555
[1:48:43] EraAttack: LUL LUL
[1:48:43] zeetar_u: คนเก่งของพี่
[1:48:44] pppawww: คนเก่งงงง55555
[1:48:44] He11SinKi: เงียบ55555
[1:48:44] tewit191: ใจเย็นลุง
[1:48:44] xsathaporn: 555555555
[1:48:44] prajuyzth: เอาเรื่อง
[1:48:44] ksndojxkckckddj: ใจเกเร
[1:48:44] faifbakr: เบาๆ
[1:48:44] PaoYingShul3: นิ่ง
[1:48:45] minggoooooo: 555555555
[1:48:45] babybeammm: นี้แหละครับคนเล่นไม่ร้องคนร้องไม่ได้เล่น5555555
[1:48:45] zukadr: แชทหิวแสงนี่หว่า555อยากพิม
[1:48:45] BIWyaniz: 55555555
[1:48:45] meaningless_12: 555555
[1:48:45] babybel_mu: 55555 รุมมัน
[1:48:45] PhakX_: เด็กร้อง
[1:48:45] organic420: พี่ก็ตอบเขาไปสิ แล้วเผือกอะไรกับแกงค์ผม
[1:48:45] kim_57u: 555
[1:48:45] fah_js: ไปแข่งเองเลยจ้าาาา
[1:48:46] jakey2718: เอาgsมา
[1:48:46] honey_11256: 55555
[1:48:46] kakarozs: พระหลุดเห้ยๆๆ
[1:48:46] winterkingsley: 555555555
[1:48:46] PphaT_: ไออ่อน555555555
[1:48:46] a_zero_one: เอาดิๆ
[1:48:47] NirAnkoeDkhiaO: โดดสะบ้าง
[1:48:47] sncnxnd: เวล1เฉย
[1:48:47] toey_098: LUL LUL LUL
[1:48:47] nubollllly: คนเก่งมา
[1:48:47] beammiii: 55555555
[1:48:48] Th4nk5_G0TZ: หายไปจากไลฟ์แล้ว
[1:48:49] ha_na_mi_: มาพิมในนี้สิน้อง
[1:48:49] stamp_v4: เด็กน้องพี่5555
[1:48:49] Em2okay: ก็โทษที่แชทดิที่แยกแยะไม่ได้
[1:48:49] oneshot987654: NotLikeThis
[1:48:49] lookielookie: ไม่มีใครด่าหรอก 555555555
[1:48:49] minggoooooo: หาย555555555
[1:48:50] delta_drimitri: มาดิ
[1:48:50] ThIRaPat_T: เค้าซ้อมวันนี้5ทุ่มไงไอ้หนู
[1:48:50] topnook: เอ้าเเล้วไงมึง
[1:48:50] somebadyluv: พิมดิ
[1:48:51] callmenaning_: มันอ่ะตัวบั่นทอนคนแรกเลย55
[1:48:51] phakanan9: ชัยชนะไม่สำคัญสิ่งสำคัญคือเราต้องสนุกกับมันก็เพียงพอ
[1:48:52] kingkiwboyd: คนเก่งจริงๆ แต่เล่นได้ไม่เหมือนเขา
[1:48:52] lasttixe: คีบอร์ดซิ่ง 5555555
[1:48:52] jowfirst27: IGL
[1:48:52] MeAw_MaN: ทรงโค้ชแต่ไม่มีไงลิส
[1:48:52] RAZOR_1997s: โค้ชLv1
[1:48:52] ten_ten1010: 22555555555
[1:48:52] cha_rinn: มาๆ
[1:48:52] konpojjso: เอาดิเข้าไปดิ
[1:48:52] oilwatchara01: เข้าดิๆ
[1:48:52] sincure_: ละเอาคนในทีมให้อยุ่นะ
[1:48:52] little_ww: 555555
[1:48:52] abor350: abor350 subscribed at Tier 1. They've subscribed for 19 months! 
[1:48:52] papercreat: rebirthztvTewHothead rebirthztvTewHothead
[1:48:53] farafirstll: มาดิๆ555
[1:48:53] tuteena: เก่งมากไปสั่งพี่เอส
[1:48:53] hkopoiuy: เขามาาาา
[1:48:54] sixnine_2000: น่าจะน้ำลาย
[1:48:54] sirawit_chel: ใจเย็นครับเพ่555555
[1:48:54] winstontiny: มันไม่มีใครไปด่าน้อง ๆ เล่นหรอก นอกจากพวกเวล1แบบที่ทักไป
[1:48:54] 3sofree: คนเก่งงงงง
[1:48:54] nui_0_: พี่ลองไห้มันเข้ามาสิๆลองดูๆ
[1:48:54] thanavit1234: เขาดิ
[1:48:55] phanuwic: LUL LUL
[1:48:55] prajuyzth: เอาแล้ว
[1:48:55] zornor_xr: ชอบๆๆๆ
[1:48:55] xchlpra5555: หายเเล้ว55555
[1:48:56] nana4545gon: ปล่อยมันคับ
[1:48:56] kingkiwboyd: คนเก่งจริงๆ แต่เล่นได้ไม่เหมือนเขา 5555
[1:48:56] PaoYingShul3: อ่าว อย่าเงียบสิ
[1:48:56] earthkung420: กล้าๆหน่อยดิ55
[1:48:56] aads_ie: 5555555555555
[1:48:57] flufflycatinlittlebox: หลอนไปเเล้ววววว
[1:48:57] bbigboyy2007: 5555
[1:48:57] narawichhhhh_08: jackey9JackeyLOL
[1:48:57] Fist_Immortal: rebirthztvITA rebirthztvITA rebirthztvITA
[1:48:57] REDSPEC_0: เหอะเอาดิ
[1:48:57] teehid1x: สภาพนี้ไม่มีคอมด้วยมั้ง
[1:48:57] MeAw_MaN: 555555555
[1:48:57] mursia799: 55555555555+
[1:48:57] germy_lannister: พี่ครับผมไม่มีคอม555555
[1:48:57] hkopoiuy: มาเลย
[1:48:58] 9ford9m: เวล1
[1:48:58] mos310840: เอาให้สนุกเดะต้องเคลียด
[1:48:58] nongnaaluk: 555555555
[1:48:58] pongsakorn3349: โค้ชno.1ไทยแลน
[1:48:58] sncnxnd: คอยดูครเงียบนะะ55555
[1:48:58] xKAPOKMAAx: แกงเขา55555
[1:48:58] 38_KillzX: มีts ยังเหอะ
[1:48:59] kingkiwboyd: คนเก่งจริงๆ แต่เล่นได้ไม่เหมือนเขา
[1:48:59] kim_57u: มึงพิมดิ555
[1:48:59] tigernocheat: เอาเลยยยยยยยยยย
[1:48:59] thanavit1234: เข้าดิ
[1:49:00] PphaT_: เงียบ5555555
[1:49:00] IUsoCute01: ต้องโดน 555555555
[1:49:00] foil888: จริง
[1:49:00] maxza012: 5555
[1:49:01] hjduddjj55: เล่นเกมไปเถอะพี่อย่าไปเสียเวลามันเลยพี่
[1:49:01] pj_206: 5555555
[1:49:01] hshshsbkxoxks: หาย
[1:49:01] i_leng3410: หายยยยยย555
[1:49:01] wnydboyy: ผลการไปพิมพ์ในติ๊กต๊อกว่า JAK NO.1 55555
[1:49:01] oilwatchara01: เข้าเร็วหนู555
[1:49:02] torjjll: 555555
[1:49:02] sixnine_2000: น่าจะน้ำลายครับ
[1:49:02] Nookdwer: มันเอ๋อจังวะ
[1:49:02] thalek_98: เก่งพิมพ์ป่าว555
[1:49:02] 9twz_ball_zz: มาดิๆ
[1:49:02] a_zero_one: คนจริงป่าว
[1:49:03] pattarida_27: สภาพพ
[1:49:03] flemmmmmmmmmm: เจ้าของช่องเดือดบ้าง55
[1:49:03] dam_peer46: 555555
[1:49:03] zornor_xr: มาดิ
[1:49:03] opigc: มีคอมยังง
[1:49:04] jiraphattv: ตอบดิ
[1:49:04] dasosa_itty: 555
[1:49:04] PhakX_: แงงงงง
[1:49:05] wolf_ezth: ลุงเดือด
[1:49:05] teatealnw555: 5555555555
[1:49:05] taonattanon: มีคนหาย
[1:49:05] oneshot987654: StinkyGlitch StinkyGlitch StinkyGlitch
[1:49:05] ozymandias160: 555555
[1:49:05] tangbadvoec: 55555
[1:49:06] THIPPLEX: พิมพ์ตอบเขาสิลูก
[1:49:06] lil_jajajetmae: มันมีคอมรึป่าว
[1:49:06] eyenadda9912: 5555555
[1:49:06] pech_ktm: เอาแล้วววว
[1:49:06] iam_pearry_pattaranun: 555555555555
[1:49:06] zukadr: เอามันให้ยับ MaxLOL
[1:49:06] for_what: อย่าหายดิ
[1:49:06] taurusmag: 555555
[1:49:07] you_3461: 555555
[1:49:07] robinaood: เข้ามาดิน้อง 555
[1:49:07] nuporn12: เข้ามาดิ
[1:49:07] hudkung: 5555
[1:49:07] minggoooooo: นิ่งเลยยยยยยยย
[1:49:07] Jeleonenighstand: น้องแต่ละคนเค้าก็สตรีมเวลาไม่ว่างที่จะซ้อมทั้งวันหรอก
[1:49:08] jackherer_420z: เงียบ
[1:49:08] forflametino: ประจานมันเข้าไปดิน้ำลายจริงๆ
[1:49:08] gotz1511: ทรงโค้ชชชชชช
[1:49:08] dose_p26: 54555
[1:49:08] 9twz_ball_zz: เร็วหน่อยงง
[1:49:09] sleeppingty: เด็กน้อยยย
[1:49:09] nubollllly: อย่าเงียบดิว่ะ
[1:49:09] floydelive_: แบนมัน 55555
[1:49:09] kingkiwboyd: คนเก่งจริงๆ แต่เล่นได้ไม่เหมือนเขา 55
[1:49:09] bugeieizazaa: ร้อนแย้วนะะะะะะ
[1:49:09] ba_furu: 555
[1:49:10] khobeone: เดี่ยวกูเขก
[1:49:10] ggop5119: สม
[1:49:10] Galaxyz_s: ตามหาคนหาย
[1:49:10] bigmth: ใจเย็น 5555555555555555
[1:49:10] kornoza9900: ใจเย็นลุง
[1:49:10] sanalake: เงียบเลยงงหว่ะ5555
[1:49:10] sncnxnd: ร้องไห้แล้วววว
[1:49:10] domkakna1144: 5555
[1:49:10] dinosaur_ofc: พิม เร็วๆ ครับน้อง
[1:49:11] LARGEBODy_GLHF: Kappa
[1:49:11] SODSAI_TH: ทีงี้ไม่กล้า
[1:49:11] gapninja: แบนไปเด็กน้อย Kappa Kappa
[1:49:11] rezeero: กริบ
[1:49:11] leo_lazy: อุแงงง
[1:49:11] aomlrenish: มุแงงงง
[1:49:11] topnook: มึงกาไมเท่านัน
[1:49:11] bhkkk121: โค้ชเยอะ
[1:49:11] arm__2005: 5555555
[1:49:12] oatchaichu: สภาพพพอย่างนี้ 555
