[0:00:20] 小太刀00: おはよございます！
[1:27:18] zenith_ar: トゥンくw
[1:27:18] おむすびくん39: 絶対あるえ
[1:27:19] デクだよ: ほーう
[1:27:20] ムー1030: ドキン
[1:27:21] りゅうとうだび: れりあもよく行ってるえ
[1:27:21] 由笑: おすすめのレシピとかないかな？
[1:27:24] 狐爪: eavNerd eavNerd eavNerd
[1:27:27] rcyijninjn: もしかしてありけんとかるびが.........
[1:27:28] ムー1030: ❤
[1:27:31] jagaimo3da4: 普通にうらやましいえ
[1:27:37] mentanpin3shock: もうすでにありそう
[1:27:37] オニヤンマ69: 夢の世界に彼女いないの？
[1:27:43] デクだよ: 妄想が1番楽しいえ
[1:27:44] ムー1030: 意外とね
[1:27:46] 海老フライマシンガン: チャルに春が来ますように
[1:27:46] tepapa: 釈迦さんの子供の声が入る配信めっちゃ幸せもらえるえ
[1:27:49] nero_0306: ボスとご飯行ったえ？？
[1:27:51] kemamon_: その考え方ありけんだけだぞ
[1:27:52] しぇぱ3: れりあが普通に出るんびっくりした
[1:27:54] nsgrn__: 恋愛RPからの～？はないんかえね？
[1:27:55] 朕は沢田: おっと
[1:27:56] とろとろぴく: あ
[1:27:58] 由笑: wwwwww
[1:27:59] zenith_ar: こわい
[1:28:02] 1103arashi: こわいえー
[1:28:04] オニヤンマ69: あ
[1:28:05] megu0418: こわｗ
[1:28:08] atsumori_pop: ひりつくぜえ！
[1:28:10] あすたゆう: 夢のボタリンと会ったら面白そう
[1:28:19] カキ出汁醤油: スト蔵は客層が女性
[1:28:20] とろとろぴく: 一旦
[1:28:22] ソルティー_: ナイス判断だえ
[1:28:22] りゅうとうだび: ストグラFVのほうはよくあったらしいえ
[1:28:23] オニヤンマ69: みこだに注意
[1:28:27] zenith_ar: ないす判断だえ
[1:28:31] dattekare_panjyan: めっちゃ作ったねー
[1:28:43] とろとろぴく: 指がw
[1:28:44] 由笑: ありけんさんはオフ会とかないんですか？
[1:28:58] aosame_kai: 犬だぁ
[1:28:59] 朕は沢田: 頭いいえ
[1:29:01] mentanpin3shock: wwww
[1:29:01] dattekare_panjyan: 賢いなぁw
[1:29:13] nyonmenm: ネタ仕込みはしなおかえ？
[1:29:13] thiru_sudyn: arikenDaiseikai arikenDaiseikkai
[1:29:13] atsumori_pop: ギャング生活してるなあ
[1:29:20] rcyijninjn: アンブレラ何人？
[1:29:33] ムー1030: ねー
[1:29:41] 直生: 車移動できなくなったし
[1:29:42] ぜうすさぶお: ATMは？
[1:29:42] ピザしか勝たん: プリズン近くにガレージ付きの物件買うとか？
[1:29:44] ムー1030: 移管できなくなったしね
[1:29:47] とろとろぴく: 何人か来るまで待機
[1:29:47] レヴィ99: ガレージ制度みんな困ってるよな
[1:29:50] ghosthunt98: 山々だえね
[1:29:51] 由笑: いっぱいみたいね、ネタ銀行
[1:29:57] zenith_ar: きついよねぇ
[1:30:02] aosame_kai: キッついよなぁ
[1:30:03] pandy19325: 迎えきてくれないとねー
[1:30:12] atsumori_pop: キツイ時代に生まれちまったな・・・
[1:30:21] さんたろ30229: リアル思考になっていってるんやな
[1:30:26] ちょろまつ: 自力でだとスケボーで帰るしかないのか…
[1:30:29] とろとろぴく: 大型も最近生存成功してないし
[1:30:36] pandy19325: で、皆大型なんよね
[1:30:46] weygw_: 場所わかんないよね
[1:30:52] りゅうとうだび: タクシー頼むしかないえ
[1:30:54] 朕は沢田: タクシーとか使えないんかな
[1:31:06] setunry: ピストル入れた車置いとく的なのはやらない?
[1:31:12] デクだよ: ギャングが仲間がいれば迎え頼めるけど、半グレだったらだいぶキツいえ…
[1:31:18] hideonjetttt: そう考えるとハングレきつすぎるよな
[1:31:23] 由笑: ガレージみんな困ってそう
[1:32:14] atsumori_pop: ワクワクするね
[1:32:18] ソルティー_: 強いトラック？
[1:32:29] tricluster: 那須さん色々研究してるねぇ
[1:32:30] mon21key: 昨日見つかんなかったやつか
[1:32:41] オニヤンマ69: ありけん、パルは一段落したのかえ？
[1:32:49] リーヅモ裏裏: 1人だえ
[1:32:58] katuki1029: 昼間なら走ってるので、明るい時に見つけたいですね
[1:33:10] tepapa: 消化不良かえ？
[1:33:10] とろとろぴく: もうやらんのか
[1:33:25] nsgrn__: バッドで車取れないのかな？ｗ
[1:33:34] saikeufc: やりたい時にやりたいゲームをやればいいえ
[1:33:38] dattekare_panjyan: ちゃるはなんでこの街に来てくれたのかえ？？
[1:33:39] nyonmenm: やろうと思ってるゲームある？
[1:33:40] なっとぅーさん: 楽しいことをやるなり
[1:33:44] オニヤンマ69: それが本音だね〜
[1:33:47] tepapa: 燃え尽きだえね
[1:33:47] koki_hnbred: ワイプダッシュ感強い気がする
[1:33:48] りゅうとうだび: 正式リリースの時またやるべ
[1:33:52] gundora23: やりたいことやるえ
[1:33:53] さけじゃけ: 今は楽しいこといっぱいだ
[1:33:55] みみまい: ｗｗｗｗ
[1:33:58] ruchan0225: 葉さんインしないかな
[1:34:01] nyonmenm: 適正は高いよね
[1:34:11] EnidxxxSinclair: 次はrustとかなんかな？
[1:34:13] kemamon_: 部活壊滅したん？
[1:34:17] かめれもん: チャルににかのり出てほしいぇ
[1:34:20] hichan722: 餡ブレラではっちゃけてください！
[1:34:21] kamunagi1105: この町で一番びっくりしたのはなにかえ？
[1:34:23] エメリ: チャルで起きてきてだえー
[1:34:27] ムー1030: じゃあいいやん。お熱なだけ
[1:34:35] オニヤンマ69: ありけんが餡ブレラに入ってくれて嬉しいえ
[1:34:39] nyonmenm: 同期活躍してるのみてえ
[1:34:40] デクだよ: 起きたい時に起きれるのがストグラのいい所だえ
[1:34:43] hideonjetttt: 高木はLOLもあるし大変そう
[1:34:47] atsumori_pop: 逆にチャルロスが火種を作るしかねえ！
[1:34:47] ruchan0225: 元々葉とか高木とか知ってたのー？
[1:34:47] kashu88: 好きな時に好きなゲームするのが1番
[1:34:50] 朕は沢田: ボスずっとパルしてるよね
[1:34:51] アサダおきろ: ボスはね...
[1:34:51] ぱあある: 高木はすとぐらするとコメ欄やばくなるよね
[1:34:51] ぜうすさぶお: やっぱパルか
[1:34:52] shin_misou: ありけんスト6サブキャラ伸ばそう
[1:34:52] レヴィ99: 昨日久しぶりに見たねボス
[1:34:53] 1120meguuu: ぼしゅ
[1:34:54] dattekare_panjyan: 後藤れむは見るんだけどねぇ、、
[1:34:55] さんたろ30229: ボスは訳あり
[1:34:59] setunry: アンブレラ少なくて警察ぽいよねー?
[1:35:01] mikkenyu: ストグラの配信者みんな個性的ですごいですよねw
[1:35:06] weygw_: 1人の重みが大きいよなぁ
[1:35:10] namori23: 切り抜き上がってたな
[1:35:10] nyonmenm: いろんな事情があるんかな
[1:35:11] tepapa: ボスはパルにお熱だえ
[1:35:11] すけちょびん: ちゃるが早番で起きてくれるの嬉しいえ
[1:35:15] ruchan0225: 今警察多い！
[1:35:22] yamotowa: ストグラは出会いがあり笑いあり涙ありだからずっと見てられる！
[1:35:22] mentanpin3shock: ギャンボスは色々あるらしいですね…
[1:35:25] saikeufc: 一回くらい全員集合したいえ
[1:35:27] ムー1030: ちゃる ストグラきてくれてありがとうえ
[1:35:30] tanakeeen: 好きな時に好きなだけやるのが一番良き
[1:35:31] デクだよ: 雪にその格好だと足が寒そうだえ
[1:35:36] kashu88: みんなコソ練してるよねw
[1:35:39] atsumori_pop: 火種作ってみたいとかありますか？
[1:35:43] オニヤンマ69: 心無き強すぎてヤラれる事が多いえ
[1:35:43] ponzunabekarano: 最近歪み続いてたし、仕方ないえ
[1:35:45] nyonmenm: ほしい車ある？
[1:35:45] ペチペチ教: モズとの抗争の件どうなったんだろう
[1:35:46] dattekare_panjyan: ちゃるめっちゃ頑張ってるえ
[1:35:51] setunry: チャルそういえばレースとかは興味無いのかえ?
[1:35:51] naokichiv: パルに行ったらボスの本音聞けるえ
[1:35:53] ムー1030: さぁｗ
[1:35:57] love_upper: いつか88億超えれるのかな…
[1:35:57] わさび329: やってみてほしいな
[1:35:58] 朕は沢田: 2キャラ両立すんのめんどそう
[1:35:58] shin_misou: ありけんの接客業みたいな
[1:36:02] TYdaaa: そもそも受からないかもしれないし
[1:36:03] na_2na: こんばんは♪
[1:36:04] karumimaguro: 両立かあ
[1:36:06] yolu_shikimi: レーサーとかはどうです？
[1:36:07] ムー1030: うるさいよねｗ
[1:36:10] レヴィ99: 記憶管理とか大変そう
[1:36:12] kashu88: 空気読み大変そうwすぐ荒れる
[1:36:12] さんたろ30229: でもまさかありけんさんがストグラきて餡ブレラに入るとは思わなかった
[1:36:22] ruchan0225: マックさん、ギャングボスと警察と個人医してるで
[1:36:25] まいんん22: 2キャラの記憶管理大変そー
[1:36:31] ムー1030: ｗｗｗ
[1:36:33] まじぇすてぃっく: 向いてないえｗ
[1:36:33] ジヴァ: 普通の声で話せるようになるか
[1:36:34] karumimaguro: 確かになぁw
[1:36:34] 朕は沢田: みたい
[1:36:36] りゅうとうだび: それはそうｗ
[1:36:36] ムー1030: まじでありそうｗ
[1:36:36] コジローラモ: w
[1:36:40] weygw_: 自分の時間軸で動けないのも大変そう
[1:36:42] mentanpin3shock: 空気読みする側だからめちゃくちゃ大変でしょうね…
[1:36:47] とこた: めっちゃきそうw
[1:36:51] ぜうすさぶお: ｗｗｗ
[1:36:51] atsumori_pop: お気持ちDM多そうだね、警察
[1:36:54] 1120meguuu: どっちも喧嘩してるw
[1:36:54] やいゆえよよ: そういうギャグやる芸人いないかな
[1:36:55] デクだよ: ふたキャラ目作ったら普通に喋れるキャラにするえ
[1:36:55] fish76346: 僕熱があるぇー
[1:36:58] pandy19325: www
[1:37:01] ponzunabekarano: やるなら特殊刑事課向きかw
[1:37:02] オニヤンマ69: 餡ブレラが1番自由でやりやすいえ
[1:37:04] o5_oma: Pigsだえ
[1:37:05] りゅうとうだび: ＤＭは気持ち悪いからやめてほしい
[1:37:08] 直生: 最近お気持ちテロ来まくってるみたいよ
[1:37:18] atsumori_pop: ひぇー
[1:37:25] katuki1029: 巻物レベルのがBMCの子にも来てたみたいです
[1:37:27] ムー1030: そうなんだ
[1:37:30] エメリ: チャルが最高すぎてずっと観てられるえー
[1:37:37] コジローラモ: チャルが把握してる2キャラ目の人は誰だえ？
[1:37:38] テリアめん: 2キャラ目の設定気になるけど
[1:37:39] オニヤンマ69: マジかえ！
[1:37:42] want_5870: お気持ちが来たら広告流すえ
[1:37:49] TYdaaa: れりあも昨日お気持ちにキレてたね
[1:37:52] pandy19325: ボタリンのとき凄かったんじゃない？w
[1:37:53] 直生: えｗ
[1:37:55] 朕は沢田: はねた
[1:37:57] くろとりよん: ww
[1:37:59] だーすだよ: 心の中にとどめるえー
[1:38:01] めるしぃ12: 餡は2キャラ目の人が多いえ
[1:38:03] hinn_h: 生きてる
[1:38:04] tanakeeen: え
[1:38:04] fish76346: 僕熱があるぇー
[1:38:17] ruchan0225: お気持ちって？
[1:38:17] デクだよ: www
[1:38:19] dattekare_panjyan: 嫌になるえー
[1:38:20] shin_misou: お気持ちは無視じゃなくてブロック
[1:38:25] mentanpin3shock: XでRPについて講釈垂れるやつもいます
[1:38:35] 朕は沢田: 寒いから車も起きたくないよな
[1:38:37] オニヤンマ69: チャルはずっと餡ブレラで活躍してほしいえ
[1:38:40] バナシ: お気持ちが1番面白くない
[1:38:53] ruchan0225: お気持ちって？
[1:38:54] ムー1030: @ruchan0225 Ⅹなどで ⅮⅯで自分の一方的な気持ち文章を送ってくる人のこと
[1:39:02] ぜうすさぶお: やばいやつだよ
[1:39:03] yolu_shikimi: プレイヤーが楽しんでるのが一番やで
[1:39:05] atsumori_pop: たまにXで見ます
[1:39:08] ruchan0225: なるほど！
[1:39:10] dattekare_panjyan: そもそもRPだからね
[1:39:10] りゅうとうだび: 無関心が一番聞くはずなんだがな
[1:39:12] デクだよ: 最近あった小さな幸せ教えてくださいだえ
[1:39:15] mentanpin3shock: いつも配信してくれてありがとうのお気持ちしか無いよ
[1:39:16] 半熟めんま: 静かに見守るえー
[1:39:21] だーすだよ: ねておきたら何ともないもんね
[1:39:22] 海猫だおーん: 負けても相手上手いなぁで終わらせてるから大丈夫
[1:39:25] pandy19325: 結局花になっちゃうシステムになるのになずぴきちゃうからよく燃えてるw
[1:39:29] 寺田恋心: お気持ち民心狭すぎるえ
[1:39:34] ムー1030: イライラしたら バックしましょう。
[1:39:36] オニヤンマ69: ボスに起きて欲しいえ
[1:39:43] 朕は沢田: こういう雑談の時しかコメントしないように心がけてまっす
[1:39:46] 半熟めんま: いい子にしておくえ
[1:39:55] あすたゆう: 後片付けとかめっちゃ大変そう
[1:39:58] ムー1030: ｗｗｗｗ
[1:40:00] とらまり: あげころちゃんに教えてもらったカスタムバーガー食べましたか？ PokPikachu
[1:40:00] asbt_yu_ki: RPだからドラマ見てる感覚でいて欲しいね
[1:40:01] わさび329: わざわざストグラのハッシュタグ使ってお気持ちしてるやつ大杉なんよ
[1:40:02] ぜうすさぶお: ｗｗｗｗｗｗ
[1:40:04] dattekare_panjyan: wwww
[1:40:05] ponzunabekarano: www
[1:40:07] ムー1030: 同接２兆人ｗｗ
[1:40:07] 蒼依_はるの: ｗｗｗｗｗ
[1:40:08] 朕は沢田: ヤバすぎwww
[1:40:09] みみまい: それは怖いｗｗ
[1:40:09] すけちょびん: HIKAKINいれるえ
[1:40:10] ソルティー_: 2兆w
[1:40:13] rntyry: キムタクいれるか
[1:40:14] ましろ1067: wwwwwwwww
[1:40:14] しろしろくんどっと: faker入れよう
[1:40:14] おむすびくん39: 純いれるべ
[1:40:15] KABAYAKIGG: 現人口超えてるw
[1:40:19] 狐爪: それこそくそおもんなくなるわw
[1:40:21] デクだよ: いい案だえwwww
[1:40:24] デス納豆: 尚更アンチ多そう
[1:40:24] やいゆえよよ: 宇宙人いるてw
[1:40:26] lightning_baron99: 2兆人があばれだすえ
[1:40:29] 朕は沢田: 元警察官入れるとか？
[1:40:30] pandy19325: かるびさんに動いてもらうえw
[1:40:37] yuu00177: 2兆人は声出して笑ったえwww
[1:40:41] koki_hnbred: 全てのギャング根絶やしにされそうw
[1:40:50] 半熟めんま: 二兆ｗｗｗｗ
[1:40:53] shin_misou: まじでそれ
[1:40:58] pandy19325: かるびしかいないw
[1:41:00] MolympoS: それ大戦争になるだけじゃね？
[1:41:01] ぜうすさぶお: 観測者バトル
[1:41:03] dattekare_panjyan: 余計荒れるよw
[1:41:07] rntyry: 今度は警察から逃げ切った奴にいきそうだけどなｗ
[1:41:10] ぶどどどう: コメント見れなそう
[1:41:11] tanakeeen: twich世界1位の人もグラセフやってた気がするな違う鯖だけど
[1:41:17] kamunagi1105: 2兆人の人絶対天竜人だえ
