[0:00:03] nongtzz: 95
[0:24:03] pang_nn_: ราคาแรงจัด34
[0:24:08] NOMPONGCITY: ไหน
[0:24:10] kittisakpal: jam!
[0:24:12] wolf_ezth: 5555
[0:24:16] chanom65: ไหน555555
[0:24:17] nitipat_game: ลุงเลื่อนผ่าน
[0:24:17] jatingja_: 555
[0:24:17] monthonjames: 5555
[0:24:17] kongkongiron895: 555555555555
[0:24:17] Opalkub123: 5555555555555
[0:24:17] ummbomb: LUL
[0:24:17] purple_moon_iusupczz: jackey9JackeyLOL
[0:24:18] nestorboy01: 55555555
[0:24:18] brutalbas_55: เลยไกลเลยย
[0:24:18] winterxwinner: Kappa Kappa
[0:24:18] t_thiks: 5555
[0:24:18] jaysmim5678: 5555555555
[0:24:18] garteeh_roy: 55555555
[0:24:18] nitikolok: 555
[0:24:19] Paipypy: 555555555555555555
[0:24:19] oxoceanoc: 5555555555555
[0:24:19] toby_ming: พิมตามไง
[0:24:19] Whatis_happiness: 5555555
[0:24:19] f1kkung: ประมาน2วันละ
[0:24:19] chokeyyyyy: 5555
[0:24:19] bigsmilerz: 5555555555555
[0:24:20] 2542CH: 5555555555
[0:24:20] tors1191: 5555
[0:24:20] ratchanon_tp: ไม่มี
[0:24:20] bigbadboya: ึคลิปจุกเดียวพี่เอสก็เปิดไห้ดูเองและครับ ไม่ต้องสั่ง
[0:24:20] b_beam888: ในแชดสิ
[0:24:20] khinglikeyme: 555555
[0:24:20] Cornflake_n: 555
[0:24:21] peamke: 5555
[0:24:21] am_pxre: 55555555555555
[0:24:21] cpf_121314: 555555
[0:24:21] im_joker_01: 5555555
[0:24:21] bokuya_: 5555555
[0:24:21] rabbit_t_: NotLikeThis
[0:24:21] Bosszate: Kappa
[0:24:22] basfl: 555
[0:24:22] K3nNicolai: 555555555
[0:24:22] Flukie_F: 5555555
[0:24:22] bobbeizz: rebirthztvHaha
[0:24:22] bassp__: ในเเชทป่าว
[0:24:22] candyy_yy: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[0:24:22] zeetar_u: 55555555
[0:24:22] minggoooooo: 555555555
[0:24:22] SaRaNyOu19: ล5555
[0:24:22] lava_itachi: jackey9JackeyLOL
[0:24:22] ga_nathaniel: 5555555
[0:24:22] wa_sitthichai_rbz: 555555
[0:24:23] Shimuraz4K: 5555
[0:24:23] 38_KillzX: หาทำ
[0:24:23] FiwAquarius: 5555555
[0:24:23] TwinshockEz: 5555555555555
[0:24:23] xterzeal: 5555555
[0:24:23] isun_M: dada2pLovehaha
[0:24:23] xvxivixviiiixxiv: 5555
[0:24:23] dunyawat_title: 5555
[0:24:24] artxtt_zx: 555555555555
[0:24:24] somebadyluv: ไม่มีเเชทมั่ว
[0:24:24] lemonstark_live: 555555
[0:24:24] BeerCo2: 55555555
[0:24:24] Rocky_Still: 55555555
[0:24:24] pho_pee: 555
[0:24:24] auanpriwx2: นี้คับลุง ***
[0:24:25] youxr_: jackey9JackeyLOL
[0:24:25] pingzagio: ปั่นจัด
[0:24:25] FewwXD: @purple_purple_iusupczz ดีครับพี่ซุป
[0:24:25] safiien85: rebirthztvHaha
[0:24:25] Taruntisney: 555
[0:24:26] phachara_live: 55555555555555555
[0:24:26] kedsx: LUL LUL
[0:24:26] get_00: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[0:24:26] nxtdxnxi_2545: 555555555
[0:24:26] duekkdj: 555555555555++
[0:24:26] saende446: 555
[0:24:27] bang008822: 5555
[0:24:27] banknoi9: jackey9JackeyLOL jackey9JackeyLOL
[0:24:27] wave1204: 5555555555555
[0:24:28] Pl_iy: rebirthztvHaha rebirthztvHaha
[0:24:28] IUsoCute01: 5555555
[0:24:28] 01010000xxw: ยิ้มแป้น
[0:24:29] boatkenzo: 555555
[0:24:29] d_donut_sk: 5555
[0:24:29] peter_panu: 555555555
[0:24:30] johnzaza_07: ในแชทครัยบุว
[0:24:30] no_name_ku_: 5555555555
[0:24:30] organic420: ที่พี่เปาลงยังไม่มีชุดน้ำ คอมเหลี่ยมๆของคนเหลี่ยมๆ
[0:24:31] plam1245p: ในเพจ ihave cpu เมื่อ1-2ช.มก่อนครับ
[0:24:31] godaoque: 555555
[0:24:32] jr_juniorrr: สภาพกลุ่มผมต้องเข้าทุกวันอย่างฮา
[0:24:32] pakke11: ไม่มี
[0:24:33] mindmint_na: อย่าเชื่อแชททุกเรื่อง5555
[0:24:34] 12ealzSleep: ! uptime
[0:24:34] traffix_stayxreal: ไหน มันไม่มี
[0:24:36] osuki_jamida: jackey9JackeyLOL jackey9JackeyLOL
[0:24:36] nongbank1172: ไม่มี55555
[0:24:36] choppertr_ch: 5555555555555555555
[0:24:36] praewaaa_: 555555
[0:24:37] purple_moon_iusupczz: @fewwxd สวัสดีจ้าฟิว jackey9JackeyDja
[0:24:38] pemsak123: ดีคับ
[0:24:38] sai5688: แชทลุง
[0:24:38] suwinpat: ไม่มีแชทมันเอ๋อพิมพ์ตามกัน
[0:24:40] flukesmild: 555555
[0:24:40] alphx_xxx: ในช่องพี่เปาครับลุ
[0:24:41] natthachai999: 5555
[0:24:43] my_name_1: ไมีมันอันเก่า
[0:24:44] Kl3214: คนละกลุ่ม
[0:24:50] tontepa: SeemsGood SeemsGood SeemsGood SeemsGood
[0:24:50] gxin_n: มีในกลุ่มนะเห็นพี่เปาโพสบอกอยู่
[0:24:50] Ghost0team: เจ๊แม็ค
[0:24:51] srichai_1: เเชทจุกกกก
[0:24:51] naretoo: ลุงคับเมื่อไหร่ลุงคนนั้นตะออกหรอครับเขาอยู่มานานแล้วอ่ะครับ
[0:24:52] rnclnw: ในแชท
[0:24:53] pophorny: ห้ะ
[0:24:53] jiraphattv: @suwinpat มี
[0:24:53] quebec_og: ไม่มีครับ
[0:24:53] vscdolza: พี่เปาเค้ายังพูดออกสตรีมเลยครับโพสลงแล้ว
[0:24:54] tonkawari: 555
[0:24:54] thanakorn172005: ค่อยดู
[0:24:55] phanuphatr34: rebirthztvAngry
[0:24:55] painteiei: @purple_purple_iusupczz หวัดดีครับพี่ซุป
[0:24:57] purple_moon_iusupczz: jackey9Sadboyy
[0:24:58] tommy_ssr_: พี่เปาบอกเดียวไลฟ์ให้ดูพรุ่ฝนี้ครับ
[0:24:59] SaRaNyOu19: ติดตาม2-3เดือนนะ
[0:25:01] organic420: ที่พี่เปาลงยังไม่มีชุดน้ำ คอมเหลี่ยมๆของคนเหลี่ยมๆ
[0:25:01] lucifer12_56: ปั่นหรอ scotti166Scotti3 scotti166Scotti3 scotti166Scotti3
[0:25:02] guyx_21: แชทส่วนตัวพี่อะ
[0:25:02] youxr_: โดนต้มแล้ว555555
[0:25:03] ice00000009: เพลงไร
[0:25:04] hinlove_111: NotLikeThis
[0:25:06] ballnajajubjub: ในแชทๆ
[0:25:06] i_am_wedday: อยู่ๆโดนแบนนิ ผมงง
[0:25:06] 38_KillzX: กลุ่มนี้แหละ
[0:25:07] johnzaza_07: หดก
[0:25:10] toby_ming: ลบไปแล้วป่าว
[0:25:11] karukung: บนสุด
[0:25:11] teehid1x: ขอดูคริปพี่จุกหน่อยลุง
[0:25:11] kon_c8: ทีเลี่ยงมด
[0:25:12] siqsicq10: ถามจุกง่ายกว่าครับลุง
[0:25:12] jakkrit710: พี่เปาบอกอยู่ว่ามี
[0:25:13] anuwat_bas: บนสุด
[0:25:13] r2_kog: เขาโพสต์อยู่
[0:25:14] dew_ezy: 5555555555
[0:25:14] purple_moon_iusupczz: @painteiei เพ้นท์สวัสดีจ้า jackey9Mnheart
[0:25:14] さらゆベイビービッグボス: @ice00000009 คน
[0:25:14] nitipat_game: บนสุด
[0:25:14] VAGoDWtK: 5555
[0:25:15] TopFirstz: @ice00000009 คน
[0:25:15] t_thiks: มี
[0:25:16] samahusamaha: บนๆๆ
[0:25:16] jatingja_: ลบแล้วว
[0:25:16] Sunny_Down: บนสุดไงงงง
[0:25:16] nattawee52: ขอดูคริปพี่จุกหน่อยลุง
[0:25:17] nonnonnon12: พี่เปาบอกเคสเหลี่ยมจัด
[0:25:17] ed_senbergx04: ดูคลิปจุกดีกว่าครับ55555
[0:25:19] jacksonsixze: Kappa
[0:25:20] pumin_08: คลิปจุก
[0:25:20] missdinsor: ประกาศบนสุดค่ะ
[0:25:21] auanpriwx2: นี้คับลุง ***
[0:25:22] BestCigg: ในประกาศเล่า
[0:25:22] best171107: บนสุด
[0:25:22] Nookdwer: บนสุดๆ
[0:25:24] eddieyummy: พี่ไม่เห็นอะ
[0:25:25] 1destoroyah1: ไม่มีครับ
[0:25:26] iceee_x2: เเชทส่วนตัวคับ
[0:25:26] nuttawut77766: ดูคลิปจุก
[0:25:27] balballball: Kappa
[0:25:27] kongkongiron895: คลิปจกๆ
[0:25:28] pimpichanun: หายไปเเล้ว55
[0:25:28] srichai_1: เเชทจุกกกกก
[0:25:28] beerkyoop: คลิปขุกเต้นดรกว่าครับ
[0:25:28] phachara_live: ไปดูในแชทจุกเลยลุง
[0:25:28] jiraphattv: บนสุด
[0:25:28] Dullyindy: ลุง เปิดคลิปจุกยังครับบบ แชทท
[0:25:28] techit777: ทีบะอย่างครับบแชทท
[0:25:29] nicrjfk: บนสุด
[0:25:31] quebec_og: แชทชอบมั่ว
[0:25:32] chatchawan0000: คริปจุก
[0:25:32] ktarmeen: ลุงป้อ
[0:25:32] contact_8888: NotLikeThis jackey9Degutoi
[0:25:33] zahh11500za: Kappa
[0:25:36] fanta1568: บนสุด
[0:25:37] emaglan: เค้าโพสแค่ว่าพน.จะไลฟ์เครื่องพี่เฉยๆครับ
[0:25:38] SaRaNyOu19: ำออพเพอพเ
[0:25:38] raksapum: เขาแค่บอกว่าเเสร็จแล้วเฉยๆปะ
[0:25:38] ratchanon_tp: ไม่มีครับแชตมันปั่น
[0:25:40] menxyz: up
[0:25:43] pu00: มันไม่มีลุงรอดูพรุ่งนี้ดีกว่า
[0:25:44] phanuphatr34: KappaPride KappaPride KappaPride KappaPride KappaPride
[0:25:46] phubodhin_fino: ￼บนสุดครับ
[0:25:46] pingzagio: ไม่มีครับลุง
[0:25:47] peter_panu: แชทไม่เคยมั่ว
[0:25:47] purple_moon_iusupczz: @wedsmk โดนแบนไรจ้า โดนบล็อกข้อความอ่ะดิ มันเป็นระบบของทวิสน้อน StinkyGlitch
[0:25:47] jowwframe: 5555555
[0:25:48] somebadyluv: ไหนละ
[0:25:48] phasumon1: คริปจุก BibleThump
[0:25:52] mindmint_na: มั่ว
[0:25:53] Oasis_Live_Forever: มั่วจัด
[0:25:55] sshte999: กลุมi HAVE  3วันครับ
[0:25:56] traffix_stayxreal: แค่บอกว่าเสร็จ
[0:25:56] Jeleonenighstand: ใช่ฮะเค้าบอกค่อยไลฟ์ให้ดูพรุ่งนี้
[0:25:56] new_chaiwat: พิมค่มกันมั่วไปหมด
[0:25:57] nuttawut77766: คลิปจุก
[0:25:57] fahhz: เขาโพสเฉยๆไม่มีรูป
[0:25:58] backking45: rebirthztvAfk_BW
[0:25:59] jatingja_: แชทปั่นนน555
[0:25:59] pancake_1112: 55555โดนเเชทต้ม
[0:26:00] i_nonname: ผมเห็นจริงนะ
[0:26:00] therinx99: เขาบอกพน.ครับ
[0:26:00] guyx_21: แชทเฟสหลักลุง
[0:26:04] lukababyboy: ดีคับ
[0:26:04] i_FiLMm: ชั่งมันเถอะครับพี่
[0:26:04] J0WBALL: เดียวเค้า Live พรุ้งนี้ครับ
[0:26:05] tatazzxt: ดูจุก
[0:26:06] qhanabip: NotLikeThis NotLikeThis
[0:26:07] nattawee52: ขอดูคริปพี่จุกหน่อยลุง
[0:26:08] i_kuyy: รอพรุ่งนี้จบบบ
[0:26:09] 12561ssob: ถามบอยไง
[0:26:09] IUsoCute01: แชทคงคิดว่าอันนี้มั่งครับ
[0:26:10] youxr_: wedwtf14
[0:26:11] teehid1x: ดูพี่จุก
[0:26:11] chatchawan0000: ดูจุก
[0:26:12] 0953546039: พรุ่งนี้คับพี่
[0:26:12] thenotter: คลิปจุก อยากดู
[0:26:12] missdinsor: ยังไม่ลง
[0:26:12] jakkrit710: ดูจุกดีกว่า5555
[0:26:13] plam1245p: ในเพจi have cpu
[0:26:13] nxitti: ดูจุก
[0:26:13] thammawat__: แชทมั่วลี่
[0:26:14] lAlKungl: fake new 555
[0:26:14] ong_zzz: พี่เปาลลรูปออก
[0:26:14] MeAw_MaN: NotLikeThis NotLikeThis
[0:26:15] purple_moon_iusupczz: รอดู พรุ่งนี้เถอะ StinkyGlitch
[0:26:15] t_thiks: 5555
[0:26:15] dew_ezy: 555555555
[0:26:16] ratchanon_tp: แชตมันพิมพ์ตาม5555
[0:26:16] ed_senbergx04: ดูคลิปจุกหน่อยย555
[0:26:17] tae135678: วันนี้มีเดือดไหมคับ
[0:26:17] phachara_live: ดูจุกไง
[0:26:17] aunza0631: ถามพี่เปาจบเลยพี่
[0:26:18] srichai_1: จุกกกกกกก
[0:26:18] khinglikeyme: 555555555
[0:26:18] jowboss_: พี่เปาบอกจะไลฟ์5โมงพรุ่งนี้นิ่ลุง
[0:26:19] boonza11000: ดูคลิปจุกหน่อย
[0:26:19] weerajae: rebirthztvB
[0:26:19] 2542CH: Kappa Kappa
[0:26:22] logronza1: จุก
[0:26:22] SaRaNyOu19: 566666666
[0:26:22] ナッ: รอดูพรุ่งนี้เถอะ NotLikeThis
[0:26:22] contact_8888: jackey9Huh
[0:26:22] fanta1568: จุก
[0:26:23] gujab222: ดูจุก
[0:26:23] nubollllly: 5555 รอชมม
[0:26:23] cokemith2001: คลิปจุก
[0:26:23] pang_nn_: 5555
[0:26:25] aunda225: พน.1ทุ่ม
[0:26:27] kappajimmyxXxxX: ขอดูจุกได้มั้ยครับ
[0:26:27] kongkongiron895: จุก
[0:26:27] b_beam888: จุกกอะลุง
[0:26:28] bang_kimi: คลิปจุกๆ
[0:26:28] jinnew_fell: ดูจุกก
[0:26:28] mogun_rgb555: ช่องใครพี่ๆ
[0:26:28] poste18: อยากดูจุก
[0:26:29] phubodhin_fino: จุกครับ
[0:26:29] Au4uzt: เบาๆๆๆ
[0:26:30] seekamna: แชทอย่างเอ๋อ
[0:26:30] therinx99: 1ทุ่มไม่ใช่อ่อพี่เปาบอก
[0:26:30] Opalkub123: 55555555555555
[0:26:31] Baphometz6: .......
[0:26:31] gyiiohf09: คริปจุก
[0:26:32] kittiphongez: จุก
[0:26:34] r2_kog: ก็รอเเปปไม่ได้หรอเเชท
[0:26:34] sin0887: 55555555555555
[0:26:34] pakke11: ตังไหน
[0:26:34] domme0000: จุกๆ
[0:26:34] suwinpat: ไม่ได้ก็แปลกละ
[0:26:34] tbnooppp: พอๆ
[0:26:34] suasosi: จุก
[0:26:34] jatingja_: คลิปจุกกก
[0:26:34] durationn: เค้าคุยกับพี่บอยครับว่าพึ่งเสร็จ
[0:26:35] px1m2xxx: ดูคริปจุกหน่อยพี่
[0:26:35] pondkubjp: โห 3 เเสนทำได้ทุกอย่่าง
[0:26:35] balballball: เเชตเบาๆ
[0:26:35] buaykems: เหมือนได้ยินเค้าบอก หนึ่งทุ่มนะครับ
[0:26:35] piyanan77: ลุงงคำตอบไปแยงกี้บอย
[0:26:36] mindmint_na: อย่าสั่งกันได้ไหมแชท
[0:26:38] backking45: rebirthztvAfk
[0:26:38] boatx1st: .....
[0:26:38] stamp_oopshot: เบาๆ
[0:26:38] ice23457: คลิปจุก
[0:26:39] pancake_1112: หน้าลุงฝั่งซ้ายอย่างหลอน
[0:26:39] kissme4everzz: ที่รู้ๆ ราคาเท่ารถคันนึง
[0:26:39] jakkapat_zero: คอมไม่ร้อน แต่คนจะร้อน
[0:26:39] phanuphatr34: rebirthztvThae
