[2:30:01] flukeskxs: สวยจริง
[3:19:54] invincible_artist: อ่าว
[3:19:54] susubaby1: 5555
[3:19:54] iTeeHiD: 555555555555555555
[3:19:54] z_opxlliss: 5555555555555
[3:19:54] flkkiiz: 55555555555555
[3:19:54] NoahXPM: 55555555555555555
[3:19:54] badvibeeiei: 55555555555555555555555555555555555
[3:19:54] singsuriwong: เค
[3:19:54] touchlonez: เค
[3:19:54] p_p______: 555555555555555
[3:19:55] ZeromosX: 555
[3:19:55] b3st: นี่ไง
[3:19:55] nnnutthawet: rebirthztvX rebirthztvX
[3:19:55] EartHSplAsH: 555555
[3:19:55] bedinomoz: พระเจ้ามา 555555
[3:19:55] DeknarakX_: 5555555555
[3:19:55] archer1475: 5555
[3:19:55] feawjad: หนูแจ๊คคคคค
[3:19:56] buffalokiku: เค
[3:19:56] jamesss_120: 5555
[3:19:57] feldway2: 55555555
[3:19:57] pukaoei: 55555
[3:19:57] kijnk: เค
[3:19:57] xnewbiexxx: เค
[3:19:58] K3nNicolai: 5555555555555
[3:19:58] lazyloliz: 555555555555555555555
[3:19:58] olad096: 55555555555555555
[3:19:58] sirikorn0807: rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa
[3:19:58] 6ixtynin9_: ชัด
[3:19:58] aonggor: เค5555555
[3:19:58] cheer_11: rebirthztvHa rebirthztvHa
[3:19:58] khundat: 55555
[3:19:58] waranya09: 5555555
[3:19:59] frame_57good: X
[3:19:59] rainkeepsfallingdown: X
[3:19:59] Nightbot: ❌ กำลังมองคุณอยู่ rebirthztvX
[3:19:59] triple_s99: 555555555555555555
[3:19:59] natchaname: อันนี้มืดกว่า555555
[3:19:59] PUNMANAT1234: เกือบ
[3:20:00] thiraphatice_: 55555
[3:20:00] ohm_pattawut: 55555
[3:20:00] vaiperrxhxe: X จัดให้
[3:20:00] someone9545: 555555555
[3:20:00] phacharapol_ohm: พ่อมาา
[3:20:01] yooya113: เค
[3:20:01] dungch2564: กรรมตามทัน
[3:20:01] nk_khim02: อ้าว5555555555555
[3:20:01] purple_moon_iusupczz: โดนละ
[3:20:02] filmtanakitxrj: 555555555555555 rpg
[3:20:02] GodDemon1: 555555555
[3:20:02] get_sakchai: 5555555555
[3:20:02] ton_phisanou66: 55555
[3:20:02] tungx2x: rebirthztvX rebirthztvX
[3:20:03] berbbooso: 55555555
[3:20:03] a_pxwt_06: เจอมืดกว่าา55555
[3:20:03] jatupol0001: ตายยๆๆๆๆ55555
[3:20:03] maggieaza: xเก็บ
[3:20:03] koalamarsh_: เค
[3:20:03] dekisugiii: 555555
[3:20:04] somfukubb: เปิดเซิฟปืนน่าหนุกเนอะลุง
[3:20:04] theboogey_man: 5555
[3:20:04] ナッ: เวรกรรม rebirthztvHa
[3:20:04] MasZ1P: 555555555555+เค
[3:20:04] narattt989: นัดเดียว
[3:20:04] boat_suwit: rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa
[3:20:06] chonmini: เจอมืดกว่า5555
[3:20:06] cutemaru: อำนาจ หมดละ
[3:20:06] thanawat6325: พระเจ้ามา
[3:20:06] Non__45: 5555555
[3:20:06] l2ockRe: 555
[3:20:07] teeraphat55: ลุงรอด
[3:20:08] hypnoskub: รุ่นใหญ่เช็๕
[3:20:09] pea_sperant: เดอะบอสมา 5555555
[3:20:10] loh_maa: ละลุงไม่ตาย
[3:20:10] Exnaii_: โดนละ
[3:20:10] phxtchara_06: 555555
[3:20:12] heart037: 5555
[3:20:13] boyezgamer: แม็คผู้เหลือรอด
[3:20:15] stellaax_: ตายหมด55555555555
[3:20:15] maikm_134: Xจัดให้555
[3:20:15] ovbigxd: 55555
[3:20:15] khun_bestx: สวยเอ้ก
[3:20:16] puchinx12: 5555555555
[3:20:17] 1999ox: พระเจ้าลงโทษ
[3:20:18] purple_moon_iusupczz: มีคนรอบสังหาร StinkyGlitch
[3:20:21] athens_t10: สรุปoniไม่ได้เเกประเทศ555555555
[3:20:22] vitchaa: 5555555555
[3:20:22] i_am_wedday: 5555555555
[3:20:23] lilinkubb: กรรมมันไวอย่างกับฮอ5555
[3:20:23] wairong: 55555555
[3:20:24] ggonnn12: 5555555555555
[3:20:27] tanapol_10: 555555555555
[3:20:30] vinsmokerm: จะหลุดช็อตมะกี้
[3:20:30] FolkEis: ผมกระสุนหมดละด้วย 55555555555555555
[3:20:30] patiphan_200x: 5555555555
[3:20:30] eveeee_12: แม็ครอดชีวิต55555555555555
[3:20:32] yutinat_123: 55555555
[3:20:34] One_GodGG: jackey9JackeyLOL jackey9JackeyLOL
[3:20:34] iamp0nd: หนีตู่OVมาเจอตู่ic 555555
[3:20:35] 6ixtynin9_: ถือปืนขู่
[3:20:37] anntony0: บ้าเลือดจัด
[3:20:37] MasZ1P: 5555555555+
[3:20:38] oomisterpeteoo: เจอทันสวรรค์
[3:20:38] ilkaymassa: X หมั่นไส้
[3:20:38] Nightbot: ❌ กำลังมองคุณอยู่ rebirthztvX
[3:20:38] nk_khim02: 55555555555555555
[3:20:38] SaYoNaRa_69_: เสียงดูเหนื่อยๆนะ
[3:20:39] sirikorn0807: 555555555
[3:20:39] jezter_zero: ปืนไม่มีลูก55555555555
[3:20:39] cutemaru: แต่ เค จะไป
[3:20:40] armzazama: 5555
[3:20:41] kfxv: กรรมติดจรวด
[3:20:43] hypnoskub: ดูแลได้ไรสอยไป2ลำละ5555
[3:20:43] naszaza44444444: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[3:20:43] new_sparrow: rebirthztvHa rebirthztvHa rebirthztvHa
[3:20:44] 420Alldie: มอบ เลยนะ เค
[3:20:45] timeanuwat123: ยึดปืน ตร แทน
[3:20:45] JJaOHhh: 555555
[3:20:47] qxze1: เค พวกตายอยู่ข้างหน้า เค
[3:20:48] watchara4848: ปืนจริงลูกหมดดด  ด้วย
[3:20:48] thanatchaya3: 555555เค
[3:20:49] invincible_artist: นี่ขนาดไม่อยาก
[3:20:50] petchppz: แสดงว่ายังไม่เห็นศพตร.
[3:20:51] b3st: ยิงไม่ยั้ง บอกไม่ทำร้าย
[3:20:53] hava1301: คนร้ายรอดอยู่คนเดียว
[3:20:55] BrazerLot: ถ้ารู้ว่า กระสุนหมด 555
[3:20:57] K3nNicolai: 5555555555
[3:20:58] ggonnn12: 5555555555555
[3:20:58] LerMang: ถือขู่ไปงั้นแหละไม่มีลูก
[3:20:59] yooya113: 555555555
[3:21:02] sukrit4466: อย่ากดยิงนะ555
[3:21:02] olad096: 555555555555
[3:21:03] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[3:21:04] BoonTing02: 55555
[3:21:05] theboogey_man: 5555
[3:21:08] nos_hup: มีคนหลบหนีออกนอกประเทศ5555555
[3:21:08] Veersento: oniตายยกลำ55555555555
[3:21:09] stellaax_: 555555555
[3:21:09] adm_mtgf: ไม่เคจะบอกไอoniโชคดีรึป่าว
[3:21:12] pleum_modxtyzzz: แต่เมื่อกี้จะหนีไปไหนครับ5555
[3:21:12] pitchayut2544: เครื่องบิน โอนิลุง555
[3:21:13] 42OOG_: 5555555555
[3:21:14] freestytae: 5555555555
[3:21:14] apo_npw: 55555555555555555555
[3:21:14] patiphan_200x: 5555555
[3:21:15] champr355: 55555
[3:21:15] MADBOY_z: 55555555555555555
[3:21:15] singsuriwong: 55555555
[3:21:15] bigsmilerz: 555555555555
[3:21:15] vaiperrxhxe: 55555555
[3:21:16] neng48: 5555555555555555555555555555555555555555555555555
[3:21:16] hachimaidai: 555555555555555555
[3:21:16] MJxyyyy: 555555555
[3:21:16] kornkung21: 55555555
[3:21:16] modpruakv2: 555555555
[3:21:16] aopcts: 5555555
[3:21:16] NT_miw: 555555555
[3:21:17] chokchoai04: ห้ามทถุกคน หนีออกนอกประเทศ
[3:21:18] EartHSplAsH: 555555555
[3:21:18] vitchaa: 555555555
[3:21:19] foam1233: เอ้า555
[3:21:19] invincible_artist: 555555555
[3:21:20] ナッ: rebirthztvHa rebirthztvHa
[3:21:20] dew168: 55555555
[3:21:20] xnewbiexxx: 55555555555555
[3:21:21] jamesss_120: 5555
[3:21:22] keng_sobad: 5555555
[3:21:23] numaii_: 555555555
[3:21:23] thanatchaya3: 555555
[3:21:24] yutinat_123: 5555555555
[3:21:24] mamew1230_: 5555555
[3:21:24] touchlonez: Oni ไม่ได้ไป
[3:21:26] natchaname: 555555555
[3:21:26] icexerxer: 555
[3:21:26] hava1301: 555555555555555555
[3:21:27] ohm_pattawut: 55555
[3:21:27] donsai420: 5555555555
[3:21:27] b3st: ตายตาไม่หลับ
[3:21:28] armzazama: 55555
[3:21:28] somjukk: 555555555
[3:21:28] exxon548: 5555555
[3:21:29] kiminotohub: 55555
[3:21:29] NathanCHTV: โชคดีคนละแบบ555
[3:21:30] cheer_11: rebirthztvHa rebirthztvHa
[3:21:30] bosza123rr: 55555
[3:21:30] Non__45: 55555555
[3:21:31] nk_khim02: 5555555555555555
[3:21:32] teeraphat55: 555555
[3:21:32] flukkung_naja: 55555+
[3:21:33] Patcharapol_N: 55555
[3:21:35] MURAMACHI_: แหม่~~
[3:21:36] tahnanbor: จบไม่สวยเลย555
[3:21:37] howtwo1222: หมดกัน555
[3:21:38] mew123as: ยกลำ
[3:21:39] puchinx12: 555555555
[3:21:40] waranyu_26: พีค5555
[3:21:41] makhin1999: พีลจัด
[3:21:43] r_i_w_: 555
[3:21:44] badvibeeiei: ชาวแซะมาแน่ 55555555555555555555
[3:21:44] 42OOG_: อย่างรั่วอะ
[3:21:48] susubaby1: ตายฟรี 55
[3:21:49] J0w_GreeN: ถึงว่า ทำไมแจ๊คงานไวจัดเครื่องบินไรพร้อม555555
[3:21:50] jameb0n007x: ส่งไปหวัน By Tc
[3:21:54] ggonnn12: 555555555
[3:21:55] filmasdtee: PowerUpL rebirthztvMuay PowerUpR
[3:21:57] pleum_modxtyzzz: 555555
[3:22:00] hava1301: คนเรามันก็เข้าใจผิดกันได้
[3:22:00] purple_moon_iusupczz: แหม๊ นึกว่าเคจะหนีออกจากประเทศ HypeLUL
[3:22:02] xnewbiexxx: 555555
[3:22:03] lovejak55: พีคในพีค 55555
[3:22:04] Worldtour56: LUL LUL LUL
[3:22:04] akkaphon_18: 55555
[3:22:06] mamew1230_: ปวดท้องเลย555555555
[3:22:11] iamp0nd: กลายเป็นตร.ฆ่าคนทางอ้อม5555
[3:22:11] streamsnipejett: rebirthztvRich
[3:22:13] eveeee_12: โชคดีเป็นเหตุ55555555555555555
[3:22:15] nk_khim02: พีคกว่านี้มีอีกมั้ย
[3:22:15] nsoforrrr: 555555555
[3:22:17] surasuk1124: คนที่พูดพีค=เราชื่อพีค🔵
[3:22:18] FolkEis: 5555555555555555555555555
[3:22:19] biferan: ไปนอนฃะง่วงงง
[3:22:23] summer__bw: อิ่มเลยกินกระสุน55555
[3:22:24] z_opxlliss: ลาก่อนจริงๆ
[3:22:25] ggonnn12: 55555555555555
[3:22:26] singsuriwong: 5555
[3:22:26] heremos1: 5555555555555555555
[3:22:26] invincible_artist: 5555555555
[3:22:27] a_pxwt_06: วอยังไม่มาหรอ
[3:22:27] One_GodGG: เดียวซื้อลำใหม่ให้ ไปเถอะ
[3:22:28] xyiimraruen: 555555555
[3:22:28] game_chaiwat20: rebirthztvHa rebirthztvHa rebirthztvHa
[3:22:29] purple_moon_iusupczz: rebirthztvHa
[3:22:30] phxtchara_06: 555555
[3:22:30] NewLASIOz: 5555555
[3:22:30] badvibeeiei: 5555555555555555555555555555555555555555
[3:22:31] delta2552_: 55555
[3:22:31] MADBOY_z: 5555555
[3:22:31] sshiro_xd: 55555555555555
[3:22:31] aonggor: 5555555
[3:22:32] ItzKyuzu: 5555555555555555555
[3:22:32] wairong: ตายยย
[3:22:33] Rollindey: 5555555
[3:22:33] tanakornnn_: 555555
[3:22:33] bank_perapong: 5555555
[3:22:33] dearset_00: มีหน่วยต่อต้านด้วย 555555555555
[3:22:34] athens_t10: 5555555
[3:22:34] fameloda: แสงสุดท้าย
[3:22:34] stellaax_: 555555555555555
[3:22:34] milden_moo: 55555555555555
[3:22:35] jone_500_tv: ใช้กล่องซ่อมได้📌📌📌📌
[3:22:35] w1_shper: โดนจบโรล โดนเครื่องบินจู่โจมไม่ทราบฝ่ายนอบโจมตี
[3:22:36] yutinat_123: 55555555
[3:22:36] guauto_1: 555555
[3:22:36] patiphan_200x: 5555555555
[3:22:36] bedinomoz: หน้าแบบ สึมจัด 55555555
[3:22:36] apo_npw: 5555555555555555
[3:22:37] kiuyo1234: 555555555555555555
[3:22:37] freestytae: 555+
[3:22:37] i_am_wedday: พอบายปุ๊บละไปเลย5555555
[3:22:37] cutemaru: แล้วก็ตูม
[3:22:38] ginvee11: 5555555
[3:22:39] tanawat0_zzz: rebirthztvHa rebirthztvHa
[3:22:40] yooya113: 5555555555
[3:22:40] xnewbiexxx: 555555555555
[3:22:41] shiba_t__: 55555555
[3:22:41] cheer_11: rebirthztvHa rebirthztvHa
[3:22:41] am8778: joonjaHahaha joonjaHahaha joonjaHahaha joonjaHahaha
[3:22:42] TlANN_: ช็อตฟิลจัด5555
[3:22:42] mimihkh: jackey9JackeyLOL rebirthztvHa
[3:22:43] modpruakv2: 55555
[3:22:44] cinxeen: 555555
[3:22:45] JJPLOYY: 555555555555555
[3:22:45] Non__45: 5555555
[3:22:47] armzz2545: 5555555
[3:22:47] get_sakchai: 5555555555
[3:22:48] chunnipa_48: 55555555
[3:22:48] jamesss_120: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[3:22:51] nsoforrrr: มาส่ง ยังมาโดนยิง 555555
[3:22:55] numaii_: 5555555ไปไม่ถึงฝันของจริง
[3:22:59] twanawatanakul: ทหารอากาศ555555
[3:23:00] invincible_artist: เห้ย
[3:23:00] pleum_modxtyzzz: 55555555
[3:23:01] alkarawat_: เห้ย
[3:23:03] gano1123: โดนลุงจบโล
[3:23:05] athens_t10: ถามจริง
[3:23:06] jameb0n007x: โอ้วTC เจ็บจี๊ดส์
[3:23:08] i_am_wedday: งอกใหม่5555555
[3:23:13] someone9545: เห้ย
[3:23:14] finixzku: ยกสอง
[3:23:15] J0w_GreeN: ซ่อมได้ด้วย เจ๋งเกิน
[3:23:18] purple_moon_iusupczz: rebirthztvOmg
[3:23:18] flowzzman: ไปเกิดใหม่ ในต่่างโลก สตอรี โคตรเอา 5555
[3:23:20] olad096: ห๊ะ
[3:23:23] dearset_00: ดัน ฮ 5555555
[3:23:27] ton_20ai: ทรงพลัง SeemsGood
[3:23:28] 6ixtynin9_: ไม่มีกุญแจ
[3:23:35] joberighthere: โดนยึดกุนแจ
[3:23:37] ggonnn12: 55555555
[3:23:40] chatchai2538: เค้าจะไปก็รั้งเค้า 5555
[3:23:40] rrecttic99: แจจจจ
[3:23:42] 2indaman: ขำน้ำตาไหล 555
[3:23:46] namnixg: กุญแจ
[3:23:47] purple_moon_iusupczz: เอาดี
[3:23:50] cosmiccafe: ลืมทำกุญแจหรือป่าว
[3:23:51] vinsmokerm: โดนยึดกุนแจ
[3:23:53] i_am_wedday: โชคดี555555555
[3:23:56] nsoforrrr: กำลังซึ้งๆ มาโดนบอม 5555
[3:23:56] cutemaru: เขายึดอำนาจ เราไปละ
[3:23:57] jameweerakarn: โดนยึดกุญเเจ กำลังมันส์เลยพี่x 555
[3:23:58] zzsodazz: คอนเทนเยอะจัดวันนี้
[3:23:58] 6ixtynin9_: ลุงโดนยึดกุญแจ
[3:24:03] yogoodni9th: ดีครับ
[3:24:05] One_GodGG: โดนยึดอำนาจ
[3:24:05] fluksupachai_198: ลุงโดนยึดกุญแจ
[3:24:06] howtwo1222: สรุปXดูอยู่5555
[3:24:07] siraphop1223: จอๆ
[3:24:07] maikm_134: โดนยึดกุญเเจเเล้ว55
[3:24:08] someone9545: ปะป๋ายึดกุญแจไปแล้ว
[3:24:10] masonharris132: X
[3:24:11] Nightbot: ❌ กำลังมองคุณอยู่ rebirthztvX
[3:24:13] tanawatt2548: ลุงยังไม่ได้ปั้มกุญแจครับแชท
[3:24:13] lovejak55: คนมาส่งคง งงกันหมด 55555
[3:24:14] njfusbdj: โดนยึด
[3:24:15] nk_khim02: 555555
[3:24:19] jintrainee: jintrainee subscribed at Tier 1. They've subscribed for 2 months! สาธุ
[3:24:20] nontakorn123455: โดนยึดกุนแจลุง
[3:24:20] BoonTing02: อะไรนะ
[3:24:21] pxr_z: 24
[3:24:24] yneza00: โดนยึด
[3:24:24] vinsmokerm: 24
[3:24:24] eveeee_12: Xยึดกุญแจ55555555
[3:24:25] puchinx12: โดนยึดแล้วเปล่า5555
[3:24:25] freer6el0: 24
[3:24:26] snownight_555: 24
[3:24:26] chanin_2: 2มั้งคับ
[3:24:26] u_z_me: 24
[3:24:26] Monday_Delicious: 24
[3:24:27] juicezzza: 24
[3:24:28] bunjerd9: 24
[3:24:29] J40KH4: กลั้นขำตอนตี2ไม่ใช่เรื่องเล่นๆ56653543543543543643
[3:24:29] 420Alldie: อันนี้แค่ เตื่อน
